"Consensus.lineage"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Taxonomy"	"OTU"	"Kingdom_r"	"Phylum_r"	"Class_r"	"Order_r"	"Family_r"	"Genus_r"	"Taxonomy_r"	"OTU_r"
"2182"	"k__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrosotaleales;f__Nitrosotaleaceae;g__"	"Archaea"	"Crenarchaeota"	"Nitrososphaeria"	"Nitrosotaleales"	"Nitrosotaleaceae"	"NitrosotaleaceaeFA"	"Crenarchaeota"	"otu_ASV_1875"	0.415608657847717	0	0	-0.178007536288463	-0.178007536288463	-0.364735622068358	0	-0.364735622068358
"10461"	"k__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrosotaleales;f__Nitrosotaleaceae;g__Candidatus Nitrosotalea"	"Archaea"	"Crenarchaeota"	"Nitrososphaeria"	"Nitrosotaleales"	"Nitrosotaleaceae"	"Cand. Nitrosotalea"	"Crenarchaeota"	"otu_ASV_9465"	0.415608657847717	0	0	-0.178007536288463	-0.178007536288463	0	0	0
"8814"	"k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__"	"Archaea"	"Euryarchaeota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"MethanobacteriaceaeFA"	"Euryarchaeota"	"otu_ASV_7954"	0.415608657847717	0.446198285232261	0.432389166664491	0.432389166664491	0.432389166664491	0	0.446198285232261	0
"313"	"k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium"	"Archaea"	"Euryarchaeota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"Methanobacterium"	"Euryarchaeota"	"otu_ASV_10285"	0.415608657847717	0.446198285232261	0.432389166664491	0.432389166664491	0.432389166664491	0.451345067235113	0.446198285232261	0
"1017"	"k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium"	"Archaea"	"Euryarchaeota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"Methanobacterium"	"Euryarchaeota"	"otu_ASV_10932"	0.415608657847717	0.446198285232261	0.432389166664491	0.432389166664491	0.432389166664491	0.451345067235113	0.446198285232261	0
"2210"	"k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium"	"Archaea"	"Euryarchaeota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"Methanobacterium"	"Euryarchaeota"	"otu_ASV_190"	0.415608657847717	0.446198285232261	0.432389166664491	0.432389166664491	0.432389166664491	0.451345067235113	0.446198285232261	0.472463704575559
"2583"	"k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium"	"Archaea"	"Euryarchaeota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"Methanobacterium"	"Euryarchaeota"	"otu_ASV_2237"	0.415608657847717	0.446198285232261	0.432389166664491	0.432389166664491	0.432389166664491	0.451345067235113	0.446198285232261	0.288766487469584
"2646"	"k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium"	"Archaea"	"Euryarchaeota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"Methanobacterium"	"Euryarchaeota"	"otu_ASV_2296"	0.415608657847717	0.446198285232261	0.432389166664491	0.432389166664491	0.432389166664491	0.451345067235113	0.446198285232261	0
"10757"	"k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium"	"Archaea"	"Euryarchaeota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"Methanobacterium"	"Euryarchaeota"	"otu_ASV_9737"	0.415608657847717	0.446198285232261	0.432389166664491	0.432389166664491	0.432389166664491	0.451345067235113	0.446198285232261	-0.323909378106221
"3348"	"k__Archaea;p__Euryarchaeota;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Candidatus Methanofastidiosum"	"Archaea"	"Euryarchaeota"	"Thermococci"	"Methanofastidiosales"	"Methanofastidiosaceae"	"Cand. Methanofastidiosum"	"Euryarchaeota"	"otu_ASV_2936"	0.415608657847717	0.446198285232261	0.411694471288872	0.411694471288872	0.411694471288872	0	0.446198285232261	0.311212632634223
