 Consensus.lineage	Kingdom	Phylum	Class	Order	Family	Genus	Taxonomy	Kingdom_r	Phylum_r	Class_r	Order_r	Family_r	Genus_r	Taxonomy_r	OTU_r	OTU
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__wb1_P06;g__wb1_P06FA	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	wb1_P06	wb1_P06FA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0	0	0	0.397046595811844	0	otu_3389
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__wb1_P06;g__wb1_P06FA	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	wb1_P06	wb1_P06FA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0	0	0	0.397046595811844	0	otu_2316
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__ZA3409c;g__ZA3409cFA	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	ZA3409c	ZA3409cFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0	0	0	0.397046595811844	0	otu_4570
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	0.446209758520126	otu_500
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	0	otu_5375
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	-0.692026793956757	otu_1924
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	0	otu_2662
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	0	otu_6249
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	0	otu_3205
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	0	otu_2624
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	-0.653413593769073	otu_3415
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	0.419780790805817	otu_4173
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	0	otu_3333
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	0.645948946475983	otu_4999
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	0.5210080742836	otu_6282
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	-0.469551473855972	otu_6319
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	0	otu_3138
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	0.531094491481781	otu_4340
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	0	otu_4406
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	-0.276445746421814	otu_3077
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	0.44455760717392	otu_86
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinobacteria (class)CL;f__Actinobacteria (class)CL;g__Actinobacteria (class)CL	Bacteria	Actinobacteria	Actinobacteria	ActinobacteriaCL	ActinobacteriaCL	ActinobacteriaCL	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.382217705249786	0.382217705249786	0.382217705249786	0.397046595811844	0.574321568012238	otu_4309
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	ActinomycetalesOR	ActinomycetalesOR	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0	0.397046595811844	0	otu_2293
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	ActinomycetalesOR	ActinomycetalesOR	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0	0.397046595811844	-0.658833920955658	otu_3523
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__ACK-M1;g__ACK-M1FA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	ACK-M1	ACK-M1FA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0	0.397046595811844	0	otu_4185
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__ActinomycetalesOR;g__ActinomycetalesOR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	ActinomycetalesOR	ActinomycetalesOR	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0	0.397046595811844	0	otu_1906
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__ActinomycetalesOR;g__ActinomycetalesOR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	ActinomycetalesOR	ActinomycetalesOR	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0	0.397046595811844	0	otu_295
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__ActinomycetalesOR;g__ActinomycetalesOR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	ActinomycetalesOR	ActinomycetalesOR	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0	0.397046595811844	0	otu_311
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__ActinomycetalesOR;g__ActinomycetalesOR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	ActinomycetalesOR	ActinomycetalesOR	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0	0.397046595811844	0	otu_2823
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__ActinomycetalesOR;g__ActinomycetalesOR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	ActinomycetalesOR	ActinomycetalesOR	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0	0.397046595811844	0	otu_3973
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__ActinomycetalesOR;g__ActinomycetalesOR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	ActinomycetalesOR	ActinomycetalesOR	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0	0.397046595811844	0.559290111064911	otu_1144
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__ActinomycetalesOR;g__ActinomycetalesOR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	ActinomycetalesOR	ActinomycetalesOR	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0	0.397046595811844	0	otu_3048
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Beutenbergiaceae;g__BeutenbergiaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Beutenbergiaceae	BeutenbergiaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.39214152097702	0.39214152097702	0.397046595811844	0.39214152097702	otu_1087
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Bogoriellaceae;g__BogoriellaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Bogoriellaceae	BogoriellaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.506458580493927	0.506458580493927	0.397046595811844	0.506458580493927	otu_2285
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Cellulomonadaceae;g__Actinotalea	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Actinotalea	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.541144728660583	0.495698779821396	0.397046595811844	0.495698779821396	otu_4409
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Cellulomonadaceae;g__Demequina	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Demequina	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.541144728660583	0.402366638183594	0.397046595811844	0.402366638183594	otu_6182
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Cryptosporangiaceae;g__CryptosporangiaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cryptosporangiaceae	CryptosporangiaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0	0.397046595811844	0	otu_3524
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Frankiaceae;g__Frankia	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Frankiaceae	Frankia	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0.505217611789703	0.397046595811844	0.505217611789703	otu_3163
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Frankiaceae;g__FrankiaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Frankiaceae	FrankiaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0	0.397046595811844	-0.25955930352211	otu_216
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Frankiaceae;g__FrankiaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Frankiaceae	FrankiaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0	0.397046595811844	0.472924083471298	otu_6088
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Frankiaceae;g__FrankiaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Frankiaceae	FrankiaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0	0.397046595811844	-0.388821721076965	otu_4167
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Geodermatophilaceae;g__GeodermatophilaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	GeodermatophilaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.576006710529327	0.578080058097839	0.397046595811844	0.578080058097839	otu_1960
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Geodermatophilaceae;g__Geodermatophilus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Geodermatophilus	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.576006710529327	0.502871751785278	0.397046595811844	0.502871751785278	otu_3696
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Glycomycetaceae;g__Glycomyces	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Glycomycetaceae	Glycomyces	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.609337985515594	0.609337985515594	0.397046595811844	0.609337985515594	otu_1749
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Intrasporangiaceae;g__IntrasporangiaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	IntrasporangiaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	-0.315520882606506	0.397046595811844	-0.315520882606506	otu_245
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Intrasporangiaceae;g__Janibacter	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Janibacter	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0	0.397046595811844	0	otu_775
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Kineosporiaceae;g__KineosporiaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	KineosporiaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0	0	0.397046595811844	0	otu_1081
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Microbacteriaceae;g__Agromyces	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Agromyces	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.317331731319427	0.389168530702591	0.397046595811844	0.389168530702591	otu_1944
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Microbacteriaceae;g__MicrobacteriaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	MicrobacteriaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.317331731319427	0	0.397046595811844	0	otu_1971
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.479770421981812	0.615477383136749	0.397046595811844	0.615477383136749	otu_2689
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Micrococcaceae;g__MicrococcaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	MicrococcaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.479770421981812	0.44674876332283	0.397046595811844	0.44674876332283	otu_325
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Micromonosporaceae;g__Catellatospora	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Catellatospora	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.552525997161865	0.515280365943909	0.397046595811844	0.515280365943909	otu_1791
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Micromonosporaceae;g__Micromonospora	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.552525997161865	0.410783529281616	0.397046595811844	0.410783529281616	otu_6294
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Micromonosporaceae;g__MicromonosporaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	MicromonosporaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.552525997161865	0.53877729177475	0.397046595811844	0.513672649860382	otu_4680
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Micromonosporaceae;g__MicromonosporaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	MicromonosporaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.552525997161865	0.53877729177475	0.397046595811844	0.615741908550262	otu_725
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Micromonosporaceae;g__MicromonosporaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	MicromonosporaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.552525997161865	0.53877729177475	0.397046595811844	0.558480024337769	otu_4066
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Micromonosporaceae;g__MicromonosporaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	MicromonosporaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.552525997161865	0.53877729177475	0.397046595811844	0	otu_2081
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.442212164402008	0.442212164402008	0.397046595811844	0	otu_760
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.442212164402008	0.442212164402008	0.397046595811844	0.281766206026077	otu_2159
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.442212164402008	0.442212164402008	0.397046595811844	0	otu_591
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.442212164402008	0.442212164402008	0.397046595811844	0.343156635761261	otu_3743
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.442212164402008	0.442212164402008	0.397046595811844	0.378325432538986	otu_1754
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Nocardiaceae;g__Nocardia	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Nocardia	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.688183844089508	0.708006799221039	0.397046595811844	0.602389752864838	otu_6077
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Nocardiaceae;g__Nocardia	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Nocardia	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.688183844089508	0.708006799221039	0.397046595811844	0.718909204006195	otu_4353
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.688183844089508	0.614681899547577	0.397046595811844	0.396642357110977	otu_4375
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.688183844089508	0.614681899547577	0.397046595811844	0.611724436283112	otu_2898
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Nocardioidaceae	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NocardioidaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.514072775840759	0.560677766799927	0.397046595811844	0.299316376447678	otu_1674
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Nocardioidaceae;g__Marmoricola	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Marmoricola	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.514072775840759	0.48242449760437	0.397046595811844	0.418782353401184	otu_5503
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Nocardioidaceae;g__Marmoricola	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Marmoricola	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.514072775840759	0.48242449760437	0.397046595811844	0.605556130409241	otu_1101
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Nocardioidaceae;g__Marmoricola	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Marmoricola	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.514072775840759	0.48242449760437	0.397046595811844	0.443751603364944	otu_105
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Nocardioidaceae;g__NocardioidaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NocardioidaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.514072775840759	0.560677766799927	0.397046595811844	0.346454322338104	otu_2284
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Nocardioidaceae;g__NocardioidaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NocardioidaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.514072775840759	0.560677766799927	0.397046595811844	0.265745162963867	otu_3428
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Nocardioidaceae;g__NocardioidaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NocardioidaceaeFA	Actinobacteria	-0.483766943216324	0.397046595811844	0.397046595811844	0.609712064266205	0.514072775840759	0.560677766799927	0.397046595811844	0.465321630239487	otu_579
