"Consensus.lineage"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Taxonomy"	"Kingdom_r"	"Phylum_r"	"Class_r"	"Order_r"	"Family_r"	"Genus_r"	"Taxonomy_r"
"354"	"k__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfococcaceae;g__Desulfonema"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfococcaceae"	"Desulfonema"	"Desulfobacterota"	-0.46	0.21	0.01	0.02	-0.19	0.11	0.21
"355"	"k__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfatirhabdium"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Desulfatirhabdium"	"Desulfobacterota"	-0.46	0.21	0.01	0.02	0.01	0.27	0.21
"356"	"k__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfatitalea"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Desulfatitalea"	"Desulfobacterota"	-0.46	0.21	0.01	0.02	0.01	0.09	0.21
"357"	"k__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Desulfosarcina"	"Desulfobacterota"	-0.46	0.21	0.01	0.02	0.01	-0.03	0.21
"358"	"k__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"DesulfosarcinaceaeFA"	"Desulfobacterota"	-0.46	0.21	0.01	0.02	0.01	0.16	0.21
"359"	"k__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Incertae Sedis"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Incertae Sedis"	"Desulfobacterota"	-0.46	0.21	0.01	0.02	0.01	0.11	0.21
"360"	"k__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__LCP-80"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"LCP-80"	"Desulfobacterota"	-0.46	0.21	0.01	0.02	0.01	0.15	0.21
"361"	"k__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__SEEP-SRB1"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"SEEP-SRB1"	"Desulfobacterota"	-0.46	0.21	0.01	0.02	0.01	0.33	0.21
"362"	"k__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Sva0081 sediment group"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Sva0081 sediment group"	"Desulfobacterota"	-0.46	0.21	0.01	0.02	0.01	-0.59	0.21
"363"	"k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Cand. Electrothrix"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"Cand. Electrothrix"	"Desulfobacterota"	-0.46	0.21	0.04	0.04	-0.15	-0.21	0.21
"364"	"k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"DesulfobulbaceaeFA"	"Desulfobacterota"	-0.46	0.21	0.04	0.04	-0.15	-0.18	0.21
"365"	"k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"Desulfobulbus"	"Desulfobacterota"	-0.46	0.21	0.04	0.04	-0.15	0.04	0.21
"366"	"k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__;g__"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"DesulfobulbalesOR"	"DesulfobulbalesOR"	"Desulfobacterota"	-0.46	0.21	0.04	0.04	0.07	0.07	0.21
"367"	"k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__[Desulfobacterium] catecholicum group"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"[Desulfobacterium] catecholicum group"	"Desulfobacterota"	-0.46	0.21	0.04	0.04	0.03	0.16	0.21
"368"	"k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfocapsa"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfocapsa"	"Desulfobacterota"	-0.46	0.21	0.04	0.04	0.03	0.09	0.21
"369"	"k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"DesulfocapsaceaeFA"	"Desulfobacterota"	-0.46	0.21	0.04	0.04	0.03	-0.04	0.21
"370"	"k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfofustis"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfofustis"	"Desulfobacterota"	-0.46	0.21	0.04	0.04	0.03	-0.16	0.21
"371"	"k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfopila"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfopila"	"Desulfobacterota"	-0.46	0.21	0.04	0.04	0.03	0.12	0.21
"372"	"k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfoprunum"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfoprunum"	"Desulfobacterota"	-0.46	0.21	0.04	0.04	0.03	0.2	0.21
"373"	"k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulforhopalus"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulforhopalus"	"Desulfobacterota"	-0.46	0.21	0.04	0.04	0.03	0.07	0.21
"374"	"k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfotalea"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfotalea"	"Desulfobacterota"	-0.46	0.21	0.04	0.04	0.03	0.08	0.21
"375"	"k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__SEEP-SRB4"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"SEEP-SRB4"	"Desulfobacterota"	-0.46	0.21	0.04	0.04	0.03	-0.23	0.21
"376"	"k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__Desulfurivibrio"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfurivibrionaceae"	"Desulfurivibrio"	"Desulfobacterota"	-0.46	0.21	0.04	0.04	0.22	0.13	0.21
"377"	"k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfurivibrionaceae"	"DesulfurivibrionaceaeFA"	"Desulfobacterota"	-0.46	0.21	0.04	0.04	0.22	-0.17	0.21
"378"	"k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__MSBL7"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfurivibrionaceae"	"MSBL7"	"Desulfobacterota"	-0.46	0.21	0.04	0.04	0.22	0.24	0.21
"379"	"k__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__Desulfomonile"	"Bacteria"	"Desulfobacterota"	"Desulfomonilia"	"Desulfomonilales"	"Desulfomonilaceae"	"Desulfomonile"	"Desulfobacterota"	-0.46	0.21	-0.02	-0.02	-0.02	-0.02	0.21
"380"	"k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium"	"Bacteria"	"Desulfobacterota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfomicrobiaceae"	"Desulfomicrobium"	"Desulfobacterota"	-0.46	0.21	0.24	0.24	0.15	0.15	0.21
"381"	"k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio"	"Bacteria"	"Desulfobacterota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	"Desulfobacterota"	-0.46	0.21	0.24	0.24	0.34	0.34	0.21
"382"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Bradymonadales;f__;g__"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Bradymonadales"	"BradymonadalesOR"	"BradymonadalesOR"	"Desulfobacterota"	-0.46	0.21	0.2	-0.19	-0.19	-0.19	0.21
"383"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Cand. Deferrimonas"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Desulfuromonadaceae"	"Cand. Deferrimonas"	"Desulfobacterota"	-0.46	0.21	0.2	0.25	0.25	0.26	0.21
"384"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae;g__"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Desulfuromonadaceae"	"DesulfuromonadaceaeFA"	"Desulfobacterota"	-0.46	0.21	0.2	0.25	0.25	0.23	0.21
"385"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Desulfuromonadaceae"	"Desulfuromonas"	"Desulfobacterota"	-0.46	0.21	0.2	0.25	0.25	0.28	0.21
"386"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Trichloromonas"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Desulfuromonadaceae"	"Trichloromonas"	"Desulfobacterota"	-0.46	0.21	0.2	0.25	0.25	0.26	0.21
"387"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__;g__"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"DesulfuromonadalesOR"	"DesulfuromonadalesOR"	"Desulfobacterota"	-0.46	0.21	0.2	0.25	0.3	0.3	0.21
"388"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geoalkalibacteraceae;g__Geoalkalibacter"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Geoalkalibacteraceae"	"Geoalkalibacter"	"Desulfobacterota"	-0.46	0.21	0.2	0.25	0.21	0.21	0.21
"389"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__Desulfuromusa"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Geopsychrobacteraceae"	"Desulfuromusa"	"Desulfobacterota"	-0.46	0.21	0.2	0.25	0.27	0.24	0.21
"390"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__Geopsychrobacter"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Geopsychrobacteraceae"	"Geopsychrobacter"	"Desulfobacterota"	-0.46	0.21	0.2	0.25	0.27	0.26	0.21
"391"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Geopsychrobacteraceae"	"GeopsychrobacteraceaeFA"	"Desulfobacterota"	-0.46	0.21	0.2	0.25	0.27	-0.13	0.21
"392"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geothermobacteraceae;g__Geothermobacter"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Geothermobacteraceae"	"Geothermobacter"	"Desulfobacterota"	-0.46	0.21	0.2	0.25	0.32	0.32	0.21
"393"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__MA-28-I98C;g__"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"MA-28-I98C"	"MA-28-I98CFA"	"Desulfobacterota"	-0.46	0.21	0.2	0.25	0.2	0.2	0.21
"394"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Sva1033;g__"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Sva1033"	"Sva1033FA"	"Desulfobacterota"	-0.46	0.21	0.2	0.25	-0.22	-0.22	0.21
"395"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Syntrophotaleaceae;g__Syntrophotalea"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Syntrophotaleaceae"	"Syntrophotalea"	"Desulfobacterota"	-0.46	0.21	0.2	0.25	0.08	0.08	0.21
"396"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__;f__;g__"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"DesulfuromonadiaCL"	"DesulfuromonadiaCL"	"DesulfuromonadiaCL"	"Desulfobacterota"	-0.46	0.21	0.2	0.06	0.06	0.06	0.21
"397"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Citrifermentans"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"Citrifermentans"	"Desulfobacterota"	-0.46	0.21	0.2	-0.22	-0.22	0.37	0.21
"398"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"Geobacter"	"Desulfobacterota"	-0.46	0.21	0.2	-0.22	-0.22	0.12	0.21
"399"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"GeobacteraceaeFA"	"Desulfobacterota"	-0.46	0.21	0.2	-0.22	-0.22	-0.3	0.21
"400"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geotalea"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"Geotalea"	"Desulfobacterota"	-0.46	0.21	0.2	-0.22	-0.22	0.05	0.21
"401"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Trichlorobacter"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"Trichlorobacter"	"Desulfobacterota"	-0.46	0.21	0.2	-0.22	-0.22	-0.56	0.21
"402"	"k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__PB19;f__;g__"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"PB19"	"PB19OR"	"PB19OR"	"Desulfobacterota"	-0.46	0.21	0.2	-0.33	-0.33	-0.33	0.21
"403"	"k__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__Dissulfuribacteraceae;g__"	"Bacteria"	"Desulfobacterota"	"Dissulfuribacteria"	"Dissulfuribacterales"	"Dissulfuribacteraceae"	"DissulfuribacteraceaeFA"	"Desulfobacterota"	-0.46	0.21	-0.1	-0.1	-0.1	-0.1	0.21
"404"	"k__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella"	"Bacteria"	"Desulfobacterota"	"Syntrophia"	"Syntrophales"	"Smithellaceae"	"Smithella"	"Desulfobacterota"	-0.46	0.21	0.36	0.36	0.26	0.26	0.21
"405"	"k__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__Syntrophus"	"Bacteria"	"Desulfobacterota"	"Syntrophia"	"Syntrophales"	"Syntrophaceae"	"Syntrophus"	"Desulfobacterota"	-0.46	0.21	0.36	0.36	0.46	0.46	0.21
"406"	"k__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__"	"Bacteria"	"Desulfobacterota"	"Syntrophia"	"Syntrophales"	"SyntrophalesOR"	"SyntrophalesOR"	"Desulfobacterota"	-0.46	0.21	0.36	0.36	0.26	0.26	0.21
"407"	"k__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Desulforhabdus"	"Bacteria"	"Desulfobacterota"	"Syntrophobacteria"	"Syntrophobacterales"	"Syntrophobacteraceae"	"Desulforhabdus"	"Desulfobacterota"	-0.46	0.21	-0.01	-0.01	0.1	-0.59	0.21
"408"	"k__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Desulfovirga"	"Bacteria"	"Desulfobacterota"	"Syntrophobacteria"	"Syntrophobacterales"	"Syntrophobacteraceae"	"Desulfovirga"	"Desulfobacterota"	-0.46	0.21	-0.01	-0.01	0.1	0.11	0.21
"409"	"k__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter"	"Bacteria"	"Desulfobacterota"	"Syntrophobacteria"	"Syntrophobacterales"	"Syntrophobacteraceae"	"Syntrophobacter"	"Desulfobacterota"	-0.46	0.21	-0.01	-0.01	0.1	0.21	0.21
"410"	"k__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__"	"Bacteria"	"Desulfobacterota"	"Syntrophobacteria"	"Syntrophobacterales"	"Syntrophobacteraceae"	"SyntrophobacteraceaeFA"	"Desulfobacterota"	-0.46	0.21	-0.01	-0.01	0.1	-0.14	0.21
"411"	"k__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__;g__"	"Bacteria"	"Desulfobacterota"	"Syntrophobacteria"	"Syntrophobacterales"	"SyntrophobacteralesOR"	"SyntrophobacteralesOR"	"Desulfobacterota"	-0.46	0.21	-0.01	-0.01	-0.18	-0.18	0.21
"412"	"k__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus"	"Bacteria"	"Desulfobacterota"	"Syntrophorhabdia"	"Syntrophorhabdales"	"Syntrophorhabdaceae"	"Syntrophorhabdus"	"Desulfobacterota"	-0.46	0.21	0.24	0.24	0.24	0.24	0.21
"413"	"k__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Lineage IV;f__;g__"	"Bacteria"	"Elusimicrobiota"	"Elusimicrobia"	"Lineage IV"	"Lineage IVOR"	"Lineage IVOR"	"Elusimicrobiota"	-0.46	-0.66	-0.71	-0.6	-0.6	-0.6	-0.66
"414"	"k__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__MVP-88;f__;g__"	"Bacteria"	"Elusimicrobiota"	"Elusimicrobia"	"MVP-88"	"MVP-88OR"	"MVP-88OR"	"Elusimicrobiota"	-0.46	-0.66	-0.71	-0.68	-0.68	-0.68	-0.66
"415"	"k__Bacteria;p__Elusimicrobiota;c__Lineage IIa;o__;f__;g__"	"Bacteria"	"Elusimicrobiota"	"Lineage IIa"	"Lineage IIaCL"	"Lineage IIaCL"	"Lineage IIaCL"	"Elusimicrobiota"	-0.46	-0.66	-0.64	-0.64	-0.64	-0.64	-0.66
"416"	"k__Bacteria;p__Elusimicrobiota;c__Lineage IIb;o__;f__;g__"	"Bacteria"	"Elusimicrobiota"	"Lineage IIb"	"Lineage IIbCL"	"Lineage IIbCL"	"Lineage IIbCL"	"Elusimicrobiota"	-0.46	-0.66	-0.52	-0.52	-0.52	-0.52	-0.66
"417"	"k__Bacteria;p__Elusimicrobiota;c__Lineage IIc;o__;f__;g__"	"Bacteria"	"Elusimicrobiota"	"Lineage IIc"	"Lineage IIcCL"	"Lineage IIcCL"	"Lineage IIcCL"	"Elusimicrobiota"	-0.46	-0.66	-0.54	-0.54	-0.54	-0.54	-0.66
"418"	"k__Bacteria;p__Entotheonellaeota;c__Entotheonellia;o__Entotheonellales;f__Entotheonellaceae;g__Cand. Entotheonella"	"Bacteria"	"Entotheonellaeota"	"Entotheonellia"	"Entotheonellales"	"Entotheonellaceae"	"Cand. Entotheonella"	"Entotheonellaeota"	-0.46	0.3	0.3	0.3	0.3	0.26	0.3
"419"	"k__Bacteria;p__Entotheonellaeota;c__Entotheonellia;o__Entotheonellales;f__Entotheonellaceae;g__"	"Bacteria"	"Entotheonellaeota"	"Entotheonellia"	"Entotheonellales"	"Entotheonellaceae"	"EntotheonellaceaeFA"	"Entotheonellaeota"	-0.46	0.3	0.3	0.3	0.3	0.28	0.3
"420"	"k__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__"	"Bacteria"	"Fermentibacterota"	"Fermentibacteria"	"Fermentibacterales"	"Fermentibacteraceae"	"FermentibacteraceaeFA"	"Fermentibacterota"	-0.46	0.27	0.27	0.27	0.27	0.27	0.27
"421"	"k__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__;f__;g__"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"ChitinivibrioniaCL"	"ChitinivibrioniaCL"	"ChitinivibrioniaCL"	"Fibrobacterota"	-0.46	0.2	0.47	0.47	0.47	0.47	0.2
"422"	"k__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__B122;g__"	"Bacteria"	"Fibrobacterota"	"Fibrobacteria"	"Fibrobacterales"	"B122"	"B122FA"	"Fibrobacterota"	-0.46	0.2	0.17	0.17	0.21	0.21	0.2
"423"	"k__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__BBMC-4;g__"	"Bacteria"	"Fibrobacterota"	"Fibrobacteria"	"Fibrobacterales"	"BBMC-4"	"BBMC-4FA"	"Fibrobacterota"	-0.46	0.2	0.17	0.17	0.18	0.18	0.2
"424"	"k__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__"	"Bacteria"	"Fibrobacterota"	"Fibrobacteria"	"Fibrobacterales"	"Fibrobacteraceae"	"FibrobacteraceaeFA"	"Fibrobacterota"	-0.46	0.2	0.17	0.17	-0.48	-0.46	0.2
"425"	"k__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__possible genus 04"	"Bacteria"	"Fibrobacterota"	"Fibrobacteria"	"Fibrobacterales"	"Fibrobacteraceae"	"possible genus 04"	"Fibrobacterota"	-0.46	0.2	0.17	0.17	-0.48	-0.4	0.2
"426"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__EUB33-2"	"Bacteria"	"Firmicutes"	"Bacilli"	"Acholeplasmatales"	"Acholeplasmataceae"	"EUB33-2"	"Firmicutes"	-0.46	0.62	0.57	0.09	0.09	0.09	0.62
"427"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Alicyclobacillales;f__Alicyclobacillaceae;g__Acidibacillus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Acidibacillus"	"Firmicutes"	-0.46	0.62	0.57	0.36	0.36	0.19	0.62
"428"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Alicyclobacillales;f__Alicyclobacillaceae;g__Alicyclobacillus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"	"Firmicutes"	-0.46	0.62	0.57	0.36	0.36	0.17	0.62
"429"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Alicyclobacillales;f__Alicyclobacillaceae;g__Tumebacillus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Tumebacillus"	"Firmicutes"	-0.46	0.62	0.57	0.36	0.36	0.35	0.62
"430"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Firmicutes"	-0.46	0.62	0.57	0.55	0.55	0.54	0.62
"431"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Halobacillus"	"Firmicutes"	-0.46	0.62	0.57	0.55	0.55	0.38	0.62
"432"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Oceanobacillus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Oceanobacillus"	"Firmicutes"	-0.46	0.62	0.57	0.55	0.55	0.39	0.62
"433"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pontibacillus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Pontibacillus"	"Firmicutes"	-0.46	0.62	0.57	0.55	0.55	0.41	0.62
