"Consensus.lineage"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Taxonomy"	"Kingdom_r"	"Phylum_r"	"Class_r"	"Order_r"	"Family_r"	"Genus_r"	"Taxonomy_r"
"932"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Occallatibacter"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Acidobacteriaceae (Subgroup 1)"	"Occallatibacter"	"Acidobacteriota"	-0.402552510829417	0	0.21178875064404	0.244784090491683	0	0	0
"18"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Terracidiphilus"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Acidobacteriaceae (Subgroup 1)"	"Terracidiphilus"	"Acidobacteriota"	-0.402552510829417	0	0.21178875064404	0.244784090491683	0	0	0
"257"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Candidatus Koribacter"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Koribacteraceae"	"Cand. Koribacter"	"Acidobacteriota"	-0.402552510829417	0	0.21178875064404	0.244784090491683	0.222545487065049	0	0
"758"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__AKIW659;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"AKIW659"	"AKIW659OR"	"AKIW659OR"	"Acidobacteriota"	-0.402552510829417	0	0.21178875064404	0.173670673263193	0.173670673263193	0.173670673263193	0
"1036"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__AMGG11;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"AMGG11"	"AMGG11OR"	"AMGG11OR"	"Acidobacteriota"	-0.402552510829417	0	0.21178875064404	0.350736678740217	0.350736678740217	0.350736678740217	0
"223"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bryobacter"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Bryobacterales"	"Bryobacteraceae"	"Bryobacter"	"Acidobacteriota"	-0.402552510829417	0	0.21178875064404	0.173170801394216	0.173170801394216	0.173170801394216	0
"490"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Elev-16S-1166;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Elev-16S-1166"	"Elev-16S-1166OR"	"Elev-16S-1166OR"	"Acidobacteriota"	-0.402552510829417	0	0.21178875064404	0	0	0	0
"585"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__GOUTB8;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"GOUTB8"	"GOUTB8OR"	"GOUTB8OR"	"Acidobacteriota"	-0.402552510829417	0	0.21178875064404	0.484001253510893	0.484001253510893	0.484001253510893	0
"972"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Paludibaculum;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Paludibaculum"	"PaludibaculumOR"	"PaludibaculumOR"	"Acidobacteriota"	-0.402552510829417	0	0.21178875064404	0	0	0	0
"984"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__PAUC26f;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"PAUC26f"	"PAUC26fOR"	"PAUC26fOR"	"Acidobacteriota"	-0.402552510829417	0	0.21178875064404	0	0	0	0
