Consensus.lineage	Kingdom	Phylum	Class	Order	Family	Genus	Taxonomy	Kingdom_r	Phylum_r	Class_r	Order_r	Family_r	Genus_r	Taxonomy_r	OTU_r	OTU
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__MethanomicrobialesOR;g__MethanomicrobialesOR	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	MethanomicrobialesOR	MethanomicrobialesOR	Euryarchaeota	0.426250219345093	0.540153920650482	0.576313555240631	0.537744760513306	0.533345222473145	0.533345222473145	0.540153920650482	0.211615934967995	otu_3860
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__MethanomicrobialesOR;g__MethanomicrobialesOR	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	MethanomicrobialesOR	MethanomicrobialesOR	Euryarchaeota	0.426250219345093	0.540153920650482	0.576313555240631	0.537744760513306	0.533345222473145	0.533345222473145	0.540153920650482	0.175669208168983	otu_2536
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__MethanomicrobialesOR;g__MethanomicrobialesOR	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	MethanomicrobialesOR	MethanomicrobialesOR	Euryarchaeota	0.426250219345093	0.540153920650482	0.576313555240631	0.537744760513306	0.533345222473145	0.533345222473145	0.540153920650482	0.502919375896454	otu_1243
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__MethanomicrobialesOR;g__MethanomicrobialesOR	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	MethanomicrobialesOR	MethanomicrobialesOR	Euryarchaeota	0.426250219345093	0.540153920650482	0.576313555240631	0.537744760513306	0.533345222473145	0.533345222473145	0.540153920650482	0.557147264480591	otu_589
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__MethanomicrobialesOR;g__MethanomicrobialesOR	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	MethanomicrobialesOR	MethanomicrobialesOR	Euryarchaeota	0.426250219345093	0.540153920650482	0.576313555240631	0.537744760513306	0.533345222473145	0.533345222473145	0.540153920650482	0.537994921207428	otu_6283
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__MethanomicrobialesOR;g__MethanomicrobialesOR	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	MethanomicrobialesOR	MethanomicrobialesOR	Euryarchaeota	0.426250219345093	0.540153920650482	0.576313555240631	0.537744760513306	0.533345222473145	0.533345222473145	0.540153920650482	0.542392313480377	otu_340
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__MethanomicrobialesOR;g__MethanomicrobialesOR	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	MethanomicrobialesOR	MethanomicrobialesOR	Euryarchaeota	0.426250219345093	0.540153920650482	0.576313555240631	0.537744760513306	0.533345222473145	0.533345222473145	0.540153920650482	0.457400500774384	otu_187
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__MethanomicrobialesOR;g__MethanomicrobialesOR	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	MethanomicrobialesOR	MethanomicrobialesOR	Euryarchaeota	0.426250219345093	0.540153920650482	0.576313555240631	0.537744760513306	0.533345222473145	0.533345222473145	0.540153920650482	0.556563913822174	otu_2772
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanosaeta	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	Euryarchaeota	0.426250219345093	0.540153920650482	0.576313555240631	0.610093832015991	0.549172878265381	0.549172878265381	0.540153920650482	0.549172878265381	otu_545
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Euryarchaeota	0.426250219345093	0.540153920650482	0.576313555240631	0.610093832015991	0.518091857433319	0.520406901836395	0.540153920650482	0.505730509757996	otu_974
