"Consensus.lineage"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Taxonomy"	"Kingdom_r"	"Phylum_r"	"Class_r"	"Order_r"	"Family_r"	"Genus_r"	"Taxonomy_r"
"521"	"k__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosaetaceae;g__Methanosaeta"	"Archaea"	"Halobacterota"	"Methanosarcinia"	"Methanosarciniales"	"Methanosaetaceae"	"Methanosaeta"	"Halobacterota"	0	0.671187878866376	0.721491865005751	0.721491865005751	0.548237779810999	0.548237779810999	0.671187878866376
"1014"	"k__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosarcinaceae;g__ANME-3"	"Archaea"	"Halobacterota"	"Methanosarcinia"	"Methanosarciniales"	"Methanosarcinaceae"	"ANME-3"	"Halobacterota"	0	0.671187878866376	0.721491865005751	0.721491865005751	0.487998721606387	0	0.671187878866376
"522"	"k__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosarcinaceae;g__Methanosarcina"	"Archaea"	"Halobacterota"	"Methanosarcinia"	"Methanosarciniales"	"Methanosarcinaceae"	"Methanosarcina"	"Halobacterota"	0	0.671187878866376	0.721491865005751	0.721491865005751	0.487998721606387	0.485159456317041	0.671187878866376
"987"	"k__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"WoesearchaealesOR"	"WoesearchaealesOR"	"Nanoarchaeota"	0	-0.478470266768931	-0.478470266768931	-0.478470266768931	-0.494771452725439	-0.494771452725439	-0.478470266768931
"346"	"k__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011_GWC1_47_15;g__"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"GW2011_GWC1_47_15"	"GW2011_GWC1_47_15FA"	"Nanoarchaeota"	0	-0.478470266768931	-0.478470266768931	-0.478470266768931	0	0	-0.478470266768931
"811"	"k__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SCGC AAA011-D5;g__"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"SCGC AAA011-D5"	"SCGC AAA011-D5FA"	"Nanoarchaeota"	0	-0.478470266768931	-0.478470266768931	-0.478470266768931	0	0	-0.478470266768931
"925"	"k__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__"	"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"ThermoplasmataCL"	"ThermoplasmataCL"	"ThermoplasmataCL"	"Thermoplasmatota"	0	0.47266246842407	0.47266246842407	0.322861679155049	0.322861679155049	0.322861679155049	0.47266246842407
"498"	"k__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Marine Benthic Group D and DHVEG-1;f__;g__"	"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Marine Benthic Group D and DHVEG-1"	"Marine Benthic Group D and DHVEG-1OR"	"Marine Benthic Group D and DHVEG-1OR"	"Thermoplasmatota"	0	0.47266246842407	0.47266246842407	0	0	0	0.47266246842407
"517"	"k__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__;g__"	"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Methanomassiliicoccales"	"MethanomassiliicoccalesOR"	"MethanomassiliicoccalesOR"	"Thermoplasmatota"	0	0.47266246842407	0.47266246842407	0.500563272985457	0	0	0.47266246842407
"516"	"k__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__"	"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Methanomassiliicoccales"	"Methanomassiliicoccaceae"	"MethanomassiliicoccaceaeFA"	"Thermoplasmatota"	0	0.47266246842407	0.47266246842407	0.500563272985457	0.497291718468304	0.540898393234628	0.47266246842407
"518"	"k__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus"	"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Methanomassiliicoccales"	"Methanomassiliicoccaceae"	"Methanomassiliicoccus"	"Thermoplasmatota"	0	0.47266246842407	0.47266246842407	0.500563272985457	0.497291718468304	0.317170485512274	0.47266246842407
"662"	"k__Bacteria;p__;c__;o__;f__;g__"	"Bacteria"	""	"PH"	"PH"	"PH"	"PH"	""	-0.48415272058559	0	-0.672190872455045	-0.672190872455045	-0.672190872455045	-0.672190872455045	0
"194"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"AcidobacteriaeCL"	"AcidobacteriaeCL"	"AcidobacteriaeCL"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0.519254914576537	0.519254914576537	0.519254914576537	-0.487763497504797
"198"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"AcidobacterialesOR"	"AcidobacterialesOR"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	-0.261976049900902	-0.261976049900902	-0.487763497504797
"186"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Acidobacteriaceae (Subgroup 1)"	"Acidobacteriaceae (Subgroup 1)FA"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"226"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Acidobacterium"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Acidobacteriaceae (Subgroup 1)"	"Acidobacterium"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0.279482279042969	-0.487763497504797
"607"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Occallatibacter"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Acidobacteriaceae (Subgroup 1)"	"Occallatibacter"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"60"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Cand. Koribacter"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Koribacteraceae"	"Cand. Koribacter"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"452"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__AKIW659;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"AKIW659"	"AKIW659OR"	"AKIW659OR"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0.378559691313183	0.378559691313183	0.378559691313183	-0.487763497504797
"681"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__AMGG11;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"AMGG11"	"AMGG11OR"	"AMGG11OR"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0.455426450888422	0.455426450888422	0.455426450888422	-0.487763497504797
"29"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bryobacter"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Bryobacterales"	"Bryobacteraceae"	"Bryobacter"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	-0.388698592285537	-0.388698592285537	-0.388698592285537	-0.487763497504797
"260"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Elev-16S-1166;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Elev-16S-1166"	"Elev-16S-1166OR"	"Elev-16S-1166OR"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"339"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__GOUTB8;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"GOUTB8"	"GOUTB8OR"	"GOUTB8OR"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0.317810091572566	0.317810091572566	0.317810091572566	-0.487763497504797
"636"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Paludibaculum;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Paludibaculum"	"PaludibaculumOR"	"PaludibaculumOR"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	-0.368372333923896	-0.368372333923896	-0.368372333923896	-0.487763497504797
"646"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__PAUC26f;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"PAUC26f"	"PAUC26fOR"	"PAUC26fOR"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"81"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__Cand. Solibacter"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Solibacterales"	"Solibacteraceae"	"Cand. Solibacter"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0.478968015265704	0.478968015265704	0	-0.487763497504797
"870"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup 12;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 12"	"Subgroup 12OR"	"Subgroup 12OR"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"871"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup 13;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 13"	"Subgroup 13OR"	"Subgroup 13OR"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"872"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup 15;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 15"	"Subgroup 15OR"	"Subgroup 15OR"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"880"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup 2;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 2"	"Subgroup 2OR"	"Subgroup 2OR"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"682"	"k__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__;g__"	"Bacteria"	"Acidobacteriota"	"Aminicenantia"	"Aminicenantales"	"AminicenantalesOR"	"AminicenantalesOR"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0.434031863114838	0.434031863114838	0.434031863114838	0.434031863114838	-0.487763497504797
"1026"	"k__Bacteria;p__Acidobacteriota;c__AT-s3-28;o__;f__;g__"	"Bacteria"	"Acidobacteriota"	"AT-s3-28"	"AT-s3-28CL"	"AT-s3-28CL"	"AT-s3-28CL"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"117"	"k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__11-24;f__;g__"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"11-24"	"11-24OR"	"11-24OR"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"18"	"k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae"	"BlastocatellaceaeFA"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	-0.658689035684507	-0.658689035684507	-0.564560091599479	-0.487763497504797
"17"	"k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Blastocatella"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae"	"Blastocatella"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	-0.658689035684507	-0.658689035684507	-0.737966018940343	-0.487763497504797
"419"	"k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__JGI 0001001-H03"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae"	"JGI 0001001-H03"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	-0.658689035684507	-0.658689035684507	0	-0.487763497504797
"248"	"k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__DS-100;f__;g__"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"DS-100"	"DS-100OR"	"DS-100OR"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"740"	"k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Pyrinomonadales"	"Pyrinomonadaceae"	"RB41"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0.36988144099857	0.36988144099857	0.36988144099857	-0.487763497504797
"168"	"k__Bacteria;p__Acidobacteriota;c__d142;o__;f__;g__"	"Bacteria"	"Acidobacteriota"	"d142"	"d142CL"	"d142CL"	"d142CL"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"133"	"k__Bacteria;p__Acidobacteriota;c__Holophagae;o__Acanthopleuribacterales;f__Acanthopleuribacteraceae;g__Acanthopleuribacter"	"Bacteria"	"Acidobacteriota"	"Holophagae"	"Acanthopleuribacterales"	"Acanthopleuribacteraceae"	"Acanthopleuribacter"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"926"	"k__Bacteria;p__Acidobacteriota;c__Holophagae;o__Acanthopleuribacterales;f__Acanthopleuribacteraceae;g__Thermotomaculum"	"Bacteria"	"Acidobacteriota"	"Holophagae"	"Acanthopleuribacterales"	"Acanthopleuribacteraceae"	"Thermotomaculum"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"371"	"k__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__"	"Bacteria"	"Acidobacteriota"	"Holophagae"	"Holophagales"	"Holophagaceae"	"HolophagaceaeFA"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	-0.403330020300079	-0.403330020300079	0	-0.487763497504797
"330"	"k__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix"	"Bacteria"	"Acidobacteriota"	"Holophagae"	"Holophagales"	"Holophagaceae"	"Geothrix"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	-0.403330020300079	-0.403330020300079	-0.468574671301516	-0.487763497504797
"882"	"k__Bacteria;p__Acidobacteriota;c__Holophagae;o__Subgroup 7;f__;g__"	"Bacteria"	"Acidobacteriota"	"Holophagae"	"Subgroup 7"	"Subgroup 7OR"	"Subgroup 7OR"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"611"	"k__Bacteria;p__Acidobacteriota;c__ODP1230B23.02;o__;f__;g__"	"Bacteria"	"Acidobacteriota"	"ODP1230B23.02"	"ODP1230B23.02CL"	"ODP1230B23.02CL"	"ODP1230B23.02CL"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
"869"	"k__Bacteria;p__Acidobacteriota;c__Subgroup 11;o__;f__;g__"	"Bacteria"	"Acidobacteriota"	"Subgroup 11"	"Subgroup 11CL"	"Subgroup 11CL"	"Subgroup 11CL"	"Acidobacteriota"	-0.48415272058559	-0.487763497504797	0	0	0	0	-0.487763497504797
