"CH4_mix"	"CH4_H2"	"CH4_ac"	"CH4_me"	"MOB_I"	"MOB_II"	"MOB_IIa"	"ANME"	"AOA"	"AOB"	"NOB"	"Anamx"	"SOxB"	"SRB_syn"	"SRB"	"FeOB"	"FeRB"	"Methanogen"	"Methanotroph"	"Methanogen_Troph"	"AOA_NOB"	"AOB_NOB"	"AO_NOB"
"Browns_ThreeSqC_D1"	141.894768137192	94.5965120914613	6.75689372081867	20.270681162456	9317.75644100895	18912.5455245714	3696.02086528781	6.75689372081867	27737.0487239606	50163.1789833577	49913.1739156875	0	1114.88746393508	3304.12102948033	54007.8515105036	6547.43001547329	24946.4516172625	263.518855111928	31933.079724589	0.00825222175201016	0.555705969947204	1.00500879924191	1.56071476918911
"Browns_ThreeSqC_D2"	65.829895549899	197.489686649697	7.31443283887767	29.2577313555107	18154.4223060944	4235.05661371018	2267.47418005208	0	18659.118171977	55209.3390678486	58449.6328154715	0	4483.74733023201	7307.1184060388	112152.198718511	15828.4326633313	17510.7522162732	299.891746393984	24656.9530998566	0.0121625630376743	0.319234138405706	0.944562632962081	1.26379677136779
"RushSE_TuleA_D1"	54.2699604914688	32.5619762948813	0	130.247905179525	25485.1734467937	4298.18087092432	586.115573307863	0	455.867668128338	13936.5258542092	4623.80063387314	65.1239525897626	6393.00134589502	12286.7190552685	191203.924803543	3744.62727391135	3310.46758997959	217.079841965875	30369.4698910259	0.00714796283059329	0.0985915492957746	3.01408450704225	3.11267605633803
"RushSE_TuleA_D2"	143.705690745354	287.411381490708	79.8364948585297	327.329628919972	24645.5259628281	5365.0124544932	630.708309382385	7.98364948585297	391.198824806795	14083.1576930446	4359.07261927572	47.9018969151178	6738.20016605991	20382.2571373826	229745.481254391	3632.56051606311	4183.43233058696	838.283196014563	30649.2303761895	0.027350872623079	0.0897435897435896	3.23076923076923	3.32051282051282
"RushSE_TuleB_D1"	52.8783445552932	0	0	96.9436316847041	14189.0224556703	1084.00606338351	220.326435647055	0	1480.59364754821	17026.8269468044	5613.91758028696	88.1305742588219	7632.10773081398	5499.34783375048	183655.303697959	2256.14270102584	6530.4755525787	149.821976239997	15493.3549547009	0.00967007963594995	0.263736263736264	3.03296703296703	3.29670329670329
"RushSE_TuleB_D2"	111.36566119384	182.957871961308	95.4562810232913	914.789359806542	19329.8969072165	3810.29655084637	540.918925798651	0	373.870434007891	12966.1448389971	4860.31564210258	31.8187603410971	6451.25365915744	25415.2348224513	232626.956853761	5003.50006363752	6141.02074583175	1304.56917398498	23681.1123838615	0.0550890157877057	0.0769230769230771	2.66775777414076	2.74468085106383
"RushSE_TuleC_D1"	109.37237085647	25.2397778899545	16.826518593303	84.1325929665152	20334.8477200068	11980.4812384318	1102.13696786135	0	975.938078411576	21613.6631330978	13654.7198384654	92.5458522631667	3457.84957092377	11374.7265690728	207975.769813226	3382.13023725391	5207.8075046273	235.571260306242	33417.4659262999	0.00704934541792547	0.0714725816389402	1.58287122612446	1.6543438077634
"RushSE_TuleC_D2"	74.4743353165573	99.2991137554097	66.1994091702731	910.241876091255	17153.921901247	1175.03951277235	190.323301364535	8.27492614628414	1266.06370038147	17567.6682085612	16036.8068714987	49.6495568777049	7356.4093440466	15920.9579054507	297036.748947016	6512.36687712563	8258.37629399158	1150.2147343335	18527.5596415302	0.0620812862885216	0.0789473684210523	1.09545923632611	1.17440660474716
"RushSE_CattailNLA_D1"	31.880130708536	15.940065354268	7.97003267713398	119.55049015701	12823.7825775086	789.033235036263	127.520522834144	0	924.523790547541	13684.546106639	3650.27496612736	39.8501633856699	4096.59679604687	8607.6352913047	192157.4878457	3873.43588108711	9564.03921256077	175.340718896948	13740.336335379	0.0127610208816706	0.253275109170306	3.74890829694323	4.00218340611354
"RushSE_CattailNLA_D2"	48.4273226954648	80.7122044924413	24.2136613477324	807.122044924413	23947.3110729073	524.629329200868	88.7834249416854	0	524.629329200868	13632.2913387733	5569.14210997845	32.2848817969765	9338.40205977546	18547.664592363	257835.137251104	6828.25250006054	8999.41080090721	960.475233460052	24560.7238270499	0.0391061452513967	0.0942028985507246	2.44782608695652	2.54202898550725
"RushSE_CattailNLB_D1"	0	17.8731009830206	0	294.90616621984	8159.07059874888	339.58891867739	26.8096514745308	0	679.177837354782	12252.0107238606	4727.43521000894	8.93655049151028	4003.5746201966	8802.50223413762	202859.696157283	4512.95799821269	10321.7158176944	312.77926720286	8525.4691689008	0.0366876310272537	0.143667296786389	2.59168241965974	2.73534971644613
"RushSE_CattailNLB_D2"	71.2345843907216	80.1389074395619	35.6172921953608	801.389074395619	26481.4567472508	917.145274030541	249.321045367526	0	926.049597079382	16597.6581630382	6687.146609679	169.182137927964	8993.36627932862	18084.6801121945	272089.39940341	6785.09416321624	6037.13102711366	988.379858421264	27647.9230666488	0.0357487922705314	0.138482023968043	2.48202396804261	2.62050599201065
"RushSE_CattailNLC_D1"	0	31.167454943548	7.79186373588699	70.1267736229828	9428.15512042326	709.059599965716	93.5023648306438	7.79186373588699	1176.57142411894	16222.6602981167	8773.63856660874	23.375591207661	4269.94132726607	7082.80413592127	187690.413670046	4791.9961975705	6046.4862590483	109.086092302418	10238.5089489555	0.0106544901065449	0.134103019538188	1.84902309058615	1.98312611012434
"RushSE_CattailNLC_D2"	221.018897115703	102.008721745709	25.5021804364273	280.5239848007	26989.8076285522	6503.05601128897	1368.61701675493	8.50072681214244	1232.60538776065	14383.229766145	11178.4557579673	68.0058144971395	7310.6250584425	21787.3628195211	247243.639331163	6511.55673810111	5236.44771627974	629.05378409854	34869.9813834083	0.0180399804973184	0.110266159695818	1.28669201520913	1.39695817490494
"RushMan_CattailNLA_D1"	615.105977634063	598.019700477562	145.233355830265	51.2588314695053	33292.6110394437	3186.59068968758	760.339333464328	25.6294157347526	93.9745243607596	5031.90862258976	555.304007586307	0	29260.2496305092	40554.2788309569	138330.499859038	5869.13620325835	1999.0944273107	1409.6178654114	37265.1704783303	0.0378266850068776	0.169230769230769	9.06153846153845	9.23076923076922
"RushMan_CattailNLA_D2"	2069.69218032664	11721.9838940318	2342.5152404606	366.89997742154	15729.6605704824	2436.59215774818	1533.45375178746	451.569202980357	28.2230751862723	9934.52246556785	244.599984947693	0	23368.7062542335	192914.1265899	155368.028900429	11270.4146910514	6067.96116504854	16501.0912922405	20151.2756829984	0.818860877684407	0.115384615384615	40.6153846153846	40.7307692307692
"RushMan_CattailNLB_D1"	660.232793192267	1532.39216197711	595.024616086857	138.567376348994	22464.2170128134	7767.92409768185	945.518568028431	358.64497407975	97.8122656581136	3423.42929803397	350.493951941574	0	18429.4610544162	51530.7619575495	170388.966776434	8868.31208633563	1752.46975970787	2926.21694760523	31536.3046526035	0.0927888343241147	0.27906976744186	9.76744186046511	10.046511627907
"RushMan_CattailNLB_D2"	7081.65275738369	32406.4608464527	1282.50404267579	1040.87284622962	4200.66541514098	13466.2924480957	817.828664894705	288.098734224271	18.5870151112433	65268.3035631308	808.535157339083	0	8029.5905280571	122860.169885318	152757.383691753	17536.848757458	5018.49408003568	41811.4904927418	18772.8852623557	2.22722772277228	0.0229885057471264	80.7241379310345	80.7471264367816
"RushMan_CattailNLC_D1"	640.188249950255	1038.14310802744	190.326236471698	60.5583479682674	36404.2183214956	2777.03281397341	718.048983052313	86.5119256689535	69.2095405351627	4040.10692874013	449.862013478558	0	30434.8954503378	35963.007500584	151214.194876764	10459.2918133765	3918.99023280359	1929.21594241766	39985.8120441903	0.0482475118996106	0.153846153846154	8.98076923076924	9.13461538461539
"RushMan_CattailNLC_D2"	1224.73530498808	5333.75848799542	1688.54039090072	159.432998282471	32415.6273326135	1297.20484966193	1043.56144330345	1217.48835052069	28.9878178695404	2268.29674829153	362.347723369254	0	38082.7457261085	117668.799686932	154273.166701694	45134.0324228742	3855.37977664886	8406.46718216669	35973.8819760996	0.233682514101531	0.0800000000000002	6.26	6.34
"RushMan_ThreeSqA_D1"	98.2054589141095	137.487642479753	6.54703059427397	52.3762447541917	8773.02099632711	12557.2046798175	654.703059427397	0	7332.67426558684	31622.1577703433	25814.9416332222	1080.26004805521	5453.67648503022	13369.0364735074	118062.602706542	7424.33269390667	7162.45147013572	294.616376742328	21984.928735572	0.0134008338296605	0.284047679431905	1.22495561755009	1.509003296982
"RushMan_ThreeSqA_D2"	129.808316386137	233.654969495046	25.9616632772273	34.6155510363031	8255.80892215828	13967.3748431483	804.811561594046	0	6758.68633983818	34373.2421790489	18493.3581411449	969.235429016486	6256.76084981178	15161.6113539007	119138.072779196	7624.07511574575	2777.89797066333	424.040500194713	23027.9953269006	0.0184141300263059	0.365465605989706	1.8586803930744	2.22414599906411
"RushMan_ThreeSqB_D2"	903.076349215698	579.146789170936	215.953040029841	68.7123309185857	30096.0009423406	9070.02768125331	1914.12921844632	9.81604727408367	8883.52278304572	29143.8443567544	18012.4467479435	255.217229126176	18562.1453952923	22508.1963994739	110940.966291694	23116.791330467	2709.2290476471	1766.88850933506	41089.9738893143	0.0430004777830864	0.493188010899182	1.61798365122616	2.11117166212534
"RushMan_ThreeSqC_D1"	178.851610070972	121.944279593844	0	32.5184745583585	12056.2244425114	10999.3740193647	560.943686131684	0	4820.86385327664	31112.0505337095	20982.5457087808	918.646906273627	8714.95118164008	12787.8901200745	124887.201541376	8739.34003755884	5877.71427642329	333.314364223174	23616.5421480078	0.0141135972461274	0.229755908562573	1.48275862068966	1.71251452925223
"RushMan_ThreeSqC_D2"	794.35613895727	1085.3578928327	196.622806672592	62.9192981352293	15847.7982178109	10727.7403320566	1565.11754111383	0	5080.73332441977	27354.1648642909	16996.0754087788	283.136841608532	12001.856119295	23925.0631159209	128976.696264953	14156.8420804266	4836.92104414576	2139.2561365978	28140.6560909813	0.0760201229737284	0.298935677926886	1.6094400740398	1.90837575196668
"RushOxbow_ThreeSqA_D1"	14.8733165264857	22.3099747897285	0	141.296507001614	1085.75210643345	51469.1118399037	974.202232484811	0	12791.0522127777	18071.0795796801	14308.1304984792	22.3099747897285	3123.39647056199	6380.65278986235	123894.726665626	3785.2590559906	2000.46107281232	178.479798317828	53529.0661788219	0.00333425951653237	0.893970893970893	1.26299376299376	2.15696465696466
"RushOxbow_ThreeSqA_D2"	74.84301677232	44.905810063392	0	7.48430167723201	3412.8415648178	34337.9760951405	898.116201267841	0	6429.0151407423	11735.3850298998	7274.7412302695	7.48430167723201	7379.52145375076	5897.62972165882	152717.175723919	5448.5716210249	4692.65715162447	127.233128512944	38648.9338612261	0.00329202168861347	0.88374485596708	1.61316872427984	2.49691358024692
"RushOxbow_ThreeSqB_D1"	25.0611910748745	0	0	0	3065.81904149298	30324.0412005981	350.856675048242	0	11803.8209962659	12346.8134695548	11461.3180515759	0	4669.73527028494	2848.6220521774	113919.820896021	2873.68324325227	5413.21727217289	25.0611910748745	33740.7169171394	0.000742758108442683	1.0298833819242	1.07725947521866	2.10714285714286
"RushOxbow_ThreeSqB_D2"	30.793391738133	23.0950438035998	0	7.69834793453325	2263.31429275277	59669.8948405672	816.024881060524	0	14834.7164698456	27590.8789973672	16297.4025774069	0	2963.8639547953	1701.33489353185	71509.9539638793	1378.00428028145	3048.54578207517	61.586783476266	62749.2340143805	0.000981474665685192	0.910250354274917	1.69296173830893	2.60321209258384
"RushOxbow_ThreeSqC_D1"	40.0990446402615	0	0	20.0495223201307	2375.86839493549	31718.3443104468	290.718073641896	0	10125.008771666	14084.7894298918	10245.3059055868	0	5914.60908443857	2556.31409581667	110001.704209397	2496.16552885627	9333.05264002085	60.1485669603922	34384.9307790242	0.00174927113702624	0.988258317025441	1.3747553816047	2.36301369863014
"RushOxbow_ThreeSqC_D2"	16.3747861043565	24.5621791565348	0	0	2136.90958661852	6189.66914744677	253.809184617526	0	10938.3571177102	29744.7989585636	16956.0910110612	0	5682.05077821171	1793.03907842704	109342.634211841	2169.65915882724	9390.93983084846	40.9369652608913	8580.38791868282	0.00477099236641221	0.645098985997103	1.75422501207146	2.39932399806856
"Joice_CattailNLA_D1"	28.7136294027565	0	0	19.1424196018377	6632.84839203675	28081.9295558958	2909.64777947933	0	6508.42266462481	11016.4624808576	7398.54517611026	0	10375.191424196	5436.4471669219	155168.453292496	3962.48085758039	1952.52679938744	47.8560490045942	37624.4257274119	0.00127194098193844	0.879689521345407	1.48900388098318	2.36869340232859
"Joice_CattailNLA_D2"	100.647805877832	494.089228854811	54.8988032060901	9.14980053434835	29608.7545291512	1903.15851114446	503.239029389159	0	777.73304541961	25418.1458844197	2598.54335175493	0	44678.476009223	18610.6942868645	148382.315265527	62419.9392453244	2918.78637045712	658.785638473081	32015.1520696848	0.0205773078022292	0.299295774647887	9.78169014084507	10.080985915493
"Joice_CattailNLB_D1"	56.6663968266818	48.5711972800128	0	8.09519954666882	8321.86513397556	31198.8990528617	3918.07658058771	0	4840.92932890797	12936.1288755768	11033.7569821096	0	14862.786367684	3327.12701368089	105529.021290375	4047.59977333441	1400.46952157371	113.332793653363	43438.840767425	0.0026090197540067	0.438738077769626	1.17241379310345	1.61115187087307
"Joice_CattailNLB_D2"	110.755988734534	181.956267206734	31.6445682098668	0	15996.3292300877	3575.83620771495	1479.38356381128	0	4643.84038479795	18140.2487263061	4928.64149868675	0	42356.2545489067	11020.2208790861	168594.348280118	24160.6278282333	1867.02952438214	324.356824151134	21051.5490016139	0.0154077414505825	0.942215088282505	3.68057784911718	4.62279293739968
"Joice_CattailNLC_D1"	18.6636804777902	46.6592011944755	0	0	8454.64725643898	6942.88913773796	970.511384845091	0	10162.3740201568	16666.6666666667	25718.551698395	0	11431.5042926465	4637.92459873087	130608.435983576	5636.43150429265	3247.4804031355	65.3228816722657	16368.047779022	0.00399087799315849	0.395137880986937	0.648040638606676	1.04317851959361
"Joice_CattailNLC_D2"	24.1324388242676	24.1324388242676	0	0	38499.2840709815	2316.71412712969	651.575848255225	0	7271.9082323793	29248.5158550123	14825.3615843751	0	24623.1317470277	6145.72775391348	109939.347137088	31798.5102241099	3064.81973068198	48.2648776485351	41467.5740463664	0.0011639185257032	0.490504612045578	1.97287032013022	2.4633749321758
"Joice_ThreeSqA_D1"	48.8854125928824	32.5902750619216	0	0	5075.93534089428	4342.65415200105	1670.25159692348	0	9149.71972363447	19211.9671490027	10371.8550384565	0	16238.1045496024	3698.9962195281	106749.445965324	9434.88463042628	4041.19410767827	81.475687654804	11088.8410898188	0.00734753857457753	0.88216810683425	1.85231736056559	2.73448546739984
"Joice_ThreeSqA_D2"	131.998265165658	201.140213585764	31.4281583727757	12.5712633491103	4839.93638940745	3469.66868435444	779.418327644837	0	5003.36281294589	25827.660550747	7624.47122123538	6.28563167455513	24155.6825253154	7347.90342755495	118471.585802015	31773.8681148762	3802.80716310586	377.137900473308	9089.02340140673	0.0414937759336099	0.656224237427865	3.38746908491344	4.0436933223413
"Joice_ThreeSqB_D1"	45.4917659903558	121.311375974282	0	0	4139.75070512237	2054.7114305644	401.843932914809	0	7142.20726048585	15323.1431777515	9340.97595001971	0	18219.4522791375	3078.27616534741	103084.341734146	10038.5163618718	2919.05498438116	166.803141964638	6596.30606860158	0.0252873563218391	0.76461038961039	1.64042207792208	2.40503246753247
"Joice_ThreeSqB_D2"	122.829229577278	264.555263704907	47.2420113758763	9.44840227517527	6954.024074529	2787.2786711767	387.384493282186	0	3873.84493282187	16600.842797483	6406.01674256883	0	30130.954855534	7483.13460193881	133449.233734576	16374.0811428788	3618.73807139213	444.074906933237	10128.6872389879	0.0438432835820896	0.604719764011801	2.59144542772861	3.19616519174041
"Joice_ThreeSqC_D1"	296.830760800073	129.387767528237	38.0552257435991	0	7824.15441288398	3607.6354004932	1263.43349468749	0	5160.28861083203	15047.0362590191	6378.05583462721	0	23510.5184643955	7732.82187109934	112430.358936889	15237.3123877371	2778.03147928274	464.273754071909	12695.2233080647	0.0365707434052758	0.8090692124105	2.35918854415274	3.16825775656324
"Joice_ThreeSqC_D2"	1243.7103211699	1576.99217194092	251.993594485405	105.674733171299	22703.8099805721	11112.1046342435	1381.90035685545	16.2576512571229	3869.32099919525	27012.0875637097	7015.17651744853	0	35181.5573204139	35563.6121249564	133312.740308408	19216.5437859192	3446.62206651005	3178.37082076752	35214.0726229281	0.0902585410895661	0.551564310544612	3.85052143684821	4.40208574739282
"Goodyear_PhragA_D1"	196.185820669811	24.5232275837264	0	106.267319529481	1177.11492401887	22455.1020574988	155.313774696934	0	1217.98696999174	7863.78164518159	1054.49878610023	0	20280.7092117418	17231.654582165	192809.789672451	89468.9086346284	2460.49716756721	326.976367783019	23787.5307562146	0.013745704467354	1.15503875968992	7.45736434108527	8.61240310077519
"Goodyear_PhragA_D2"	362.366105723935	108.709831717181	0	188.430374976446	355.118783609457	27757.2436984535	123.204475946138	0	5921.0621675291	6508.09525880187	2442.34755257932	0	15400.5594932672	11160.8760562972	210317.287762172	19132.9303822238	1427.7224565523	659.506312417561	28235.5669580091	0.0233572895277207	2.42433234421365	2.6646884272997	5.08902077151335
"Goodyear_PhragB_D1"	56.2253512076402	506.028160868762	0	835.348075084941	2843.39633250066	1751.01808046651	24.0965790889887	0	714.865179639997	11269.166820617	803.219302966289	0	28610.6715716593	20385.7059092844	222877.292187086	139511.160732215	2128.53115286066	1397.60158716134	4618.51099205616	0.302608695652174	0.889999999999999	14.03	14.92
"Goodyear_PhragB_D2"	40.8116623406305	40.8116623406305	0	179.571314298774	342.817963661296	36428.4898052467	204.058311703152	0	8252.11812527548	6513.54130956462	3158.8226651648	0	6652.30096152276	6880.8462706303	165883.082749727	19018.2346507338	1216.18753775079	261.194638980035	36975.3660806112	0.00706401766004415	2.61240310077519	2.06201550387597	4.67441860465116
"Goodyear_PhragC_D1"	28.817059699342	0	0	9.60568656644734	1777.05201479276	10335.7187454973	134.479611930263	0	662.792373084866	6541.47255175063	653.18668651842	0	27491.4749531723	16118.3420584986	183045.96321022	117698.47749868	1200.71082080592	38.4227462657893	12247.2503722204	0.00313725490196078	1.01470588235294	10.0147058823529	11.0294117647059
"Goodyear_PhragC_D2"	7.93499650860154	7.93499650860154	0	158.699930172031	309.464863835459	25407.8588205421	317.399860344062	0	5030.78778645337	8601.53621532406	4173.80816352441	0	14695.61353393	9775.91569859708	223536.786643814	27367.8029581667	1634.60928077192	174.569923189234	26034.7235447217	0.00670527278268821	1.20532319391635	2.06083650190114	3.26615969581749
"White_CordA_D1"	12.8932439401753	6.44662197008767	0	12.8932439401753	1772.82104177411	5544.0948942754	109.59257349149	0	328.777720474472	5724.60030943785	380.350696235173	19.339865910263	24922.640536359	5015.4718927282	321854.048478597	425.477050025786	1933.9865910263	32.2331098504383	7426.508509541	0.00434027777777777	0.864406779661017	15.0508474576271	15.9152542372881
"White_CordA_D2"	33.121630909106	33.121630909106	0	372.618347727442	3353.56512954698	2202.58845545555	57.9628540909354	0	372.618347727442	11849.2634577327	447.142017272931	0	24948.868482284	12337.807513642	317396.308594235	629.310987273013	2815.33862727401	438.861609545654	5614.11643909346	0.0781710914454278	0.833333333333334	26.5	27.3333333333333
"White_CordB_D1"	14.3359926599718	21.5039889899576	7.16799632998588	14.3359926599718	1483.77524030708	5712.89307499875	50.1759743099012	7.16799632998588	344.063823839322	5411.83722913933	544.767721078927	0	27073.5221383567	3756.03007691261	304869.219906959	315.391838519379	1498.11123296705	57.3439706398871	7254.01228594571	0.00790513833992096	0.631578947368421	9.93421052631578	10.5657894736842
"White_CordB_D2"	32.5060542526046	16.2530271263023	8.12651356315114	81.2651356315114	2535.47223170315	6834.39790661011	81.2651356315114	0	373.819623904953	8963.54446015571	446.958245973313	0	24151.9983096852	9028.55656866092	311570.530011215	650.121085052091	2698.00250296618	138.150730573569	9451.13527394477	0.0146173688736028	0.836363636363637	20.0545454545455	20.8909090909091
"White_CordC_D1"	16.5493045154777	24.8239567732166	0	0	1539.08531993943	6892.78533069648	66.197218061911	0	256.514219989905	5568.84096945826	281.338176763121	0	27173.9580144144	3673.94560243606	311060.72767292	471.655178691115	1721.12766960969	41.3732612886944	8498.06786869782	0.00486854917234664	0.911764705882356	19.7941176470589	20.7058823529412
"White_CordC_D2"	7.2577367473727	29.0309469894908	0	500.783835568716	2786.97091099112	1074.14503861116	7.2577367473727	0	348.37136387389	14537.2467049875	362.886837368635	21.7732102421181	22615.1077048134	12896.9982000813	322526.563316495	805.608778958369	2801.48638448586	537.072519305579	3868.37368634965	0.138836772983114	0.960000000000001	40.06	41.02
"White_ThreeSqA_D1"	7.70813902399544	7.70813902399544	0	0	6212.76005334033	2813.47074375834	15.4162780479909	0	16156.2593942944	23124.4170719863	8856.65173857076	7.70813902399544	18229.7487917492	3645.94975834984	173995.822188649	2443.48007060655	3792.40439980576	15.4162780479909	9041.64707514666	0.00170502983802216	1.82419495213229	2.61096605744125	4.43516100957354
"White_ThreeSqA_D2"	360.106015210879	115.233924867481	14.4042406084351	57.6169624337404	13914.4964277483	4983.86725051856	374.510255819313	0	4710.18667895828	15902.2816317124	4594.95275409081	28.8084812168702	18019.7050011523	21721.5948375202	240392.371514174	9060.26734270569	4249.25097948836	547.361143120535	19272.8739340862	0.0284005979073244	1.02507836990596	3.46081504702195	4.4858934169279
"White_ThreeSqB_D1"	9.45778517586752	18.915570351735	0	0	955.236302762619	1475.41448743533	18.915570351735	0	18310.2721004795	23076.9958291167	7140.62780777997	85.1200665828076	8162.06860677367	3489.92272989511	174136.740658073	3735.82514446766	3868.23413692982	28.3733555276025	2449.56636054969	0.0115830115830116	2.56423841059602	3.2317880794702	5.79602649006622
"White_ThreeSqB_D2"	18.9865005980748	18.9865005980748	0	9.49325029903738	4452.33439024853	11876.0561240958	170.878505382673	0	3873.24612200725	15379.0654844406	3303.65110406501	47.4662514951869	9702.10180561621	16954.9450340808	210550.79838235	4775.10490041581	3816.28662021303	47.4662514951869	16499.269019727	0.00287686996547756	1.17241379310345	4.6551724137931	5.82758620689655
"White_ThreeSqC_D1"	0	0	0	8.23173994287172	3128.06117829125	1119.51663223055	0	0	13327.1869675093	23773.2649550135	5227.15486372355	32.9269597714869	11689.0707188779	5062.52006486611	172364.402663791	2732.93766103342	5646.97360081	8.23173994287172	4247.57781052181	0.00193798449612403	2.54960629921259	4.54803149606299	7.09763779527558
"White_ThreeSqC_D2"	9.42285041224971	9.42285041224971	0	9.42285041224971	13474.6760895171	4702.0023557126	103.651354534747	0	9771.49587750295	17771.4958775029	5107.18492343934	18.8457008244994	11656.0659599529	9893.99293286218	203712.603062426	5747.93875147231	3382.80329799765	28.2685512367491	18280.3297997644	0.00154639175257732	1.91328413284133	3.47970479704797	5.3929889298893
"Tolay_CordA_D1"	7.89627453767313	7.89627453767313	7.89627453767313	0	2131.99412517174	3703.3527581687	102.651568989751	0	3655.97511094266	16218.9479003806	726.457257465927	197.406863441828	4887.79393881966	15263.4986813222	193987.776567016	181.614314366482	1989.86118349363	23.6888236130194	5937.99845233019	0.00398936170212766	5.03260869565218	22.3260869565217	27.3586956521739
"Tolay_CordA_D2"	31.1230762048521	31.1230762048521	0	0	3081.18454428035	4995.25373087876	85.5884595633432	0	5944.50755512675	24952.9263472402	1447.22304352562	1112.64997432347	4543.96912590841	45003.9681922161	186722.89569101	505.749988328846	2956.69223946095	62.2461524097042	8162.02673472246	0.00762631077216398	4.10752688172043	17.241935483871	21.3494623655914
"Tolay_CordB_D1"	0	0	0	0	2414.86170177695	4862.69079879998	41.209244057627	0	2645.63346849966	15544.1268585369	758.250090660337	247.255464345762	5184.12290244948	22599.1494412026	189084.495434016	115.385883361356	1475.29093726305	0	7318.76174463456	0	3.48913043478261	20.5	23.9891304347826
"Tolay_CordB_D2"	0	43.3751662714707	7.22919437857845	14.4583887571569	3151.9287490602	7959.34301081487	101.208721300098	0	8111.15609276502	23278.0058990226	1590.42276328726	1800.06940026604	4113.41160141114	46418.6571048522	186505.985772945	354.230524550344	2754.32305823839	65.0627494072061	11212.4804811752	0.00580270793036751	5.1	14.6363636363636	19.7363636363636
"Tolay_CordC_D1"	7.40587137482596	14.8117427496519	7.40587137482596	0	2977.16029268003	2643.89608081287	44.4352282489558	7.40587137482596	4236.15842640046	19107.148147051	881.298693604289	525.816867612643	3806.61788666054	31349.0535296383	239409.603933999	570.252095861599	3021.59552092899	29.6234854993038	5672.89747311669	0.00522193211488251	4.80672268907564	21.6806722689076	26.4873949579832
"Tolay_CordC_D2"	17.7242112725984	53.1726338177952	0	0	3961.36121942574	3792.98121233605	44.3105281814959	8.86210563629918	5822.40340304857	23298.4757178306	1320.45373980858	1568.59269762496	4466.50124069479	46286.7777383906	198528.890464375	584.898971995746	2091.45693016661	70.8968450903936	7807.51506557958	0.00908059023836551	4.40939597315436	17.6442953020134	22.0536912751678
"China_Bullhead_CordA_D1"	9.12350488563687	9.12350488563687	9.12350488563687	0	3229.72072951545	4078.20668387968	72.9880390850949	9.12350488563687	3622.03143959784	14132.3090678515	474.422254053117	27.3705146569106	8311.51295081519	21859.917705986	218936.746740628	54.7410293138212	1040.0795569626	27.3705146569106	7390.03895736587	0.0037037037037037	7.63461538461539	29.7884615384615	37.4230769230769
"China_Bullhead_CordA_D2"	17.0854013787919	34.1708027575838	0	17.0854013787919	1640.19853236402	4749.74158330415	128.140510340939	0	1349.74670892456	12523.5992106545	1221.60619858362	8.54270068939595	7978.88244389582	39176.8253615698	217411.732545127	102.512408272751	922.611674454762	68.3416055151676	6518.08062600911	0.0104849279161206	1.1048951048951	10.2517482517483	11.3566433566434
"China_Bullhead_CordB_D1"	46.1010073070097	30.7340048713398	7.68350121783494	0	1690.37026792369	5532.12087684116	61.4680097426795	0	1175.57568632875	12915.9655471805	338.074053584738	38.4175060891747	6630.86155099155	32601.0956672737	216590.215829549	107.569017049689	1068.00666927906	84.5185133961844	7283.95915450753	0.0116033755274262	3.47727272727272	38.2045454545454	41.6818181818181
"China_Bullhead_CordB_D2"	19.1303349721654	0	0	0	2620.85589118666	3003.46259062996	38.2606699443307	0	803.474068830945	14749.4882635395	248.69435463815	0	5758.23082662177	35467.6410383946	228626.633252348	210.433684693819	1052.16842346909	19.1303349721654	5662.57915176095	0.00337837837837838	3.23076923076923	59.3076923076921	62.5384615384614
"China_Bullhead_CordC_D1"	15.3341307081302	7.66706535406508	0	7.66706535406508	2346.12199834392	4247.55420615206	53.6694574784555	7.66706535406508	628.699359033336	10572.8831232557	337.350875578864	23.0011960621953	6210.32293679272	33635.4157082835	273852.240316496	53.6694574784555	843.377188947159	30.6682614162603	6655.01272732849	0.00460829493087557	1.86363636363636	31.3409090909091	33.2045454545454
"China_Bullhead_CordC_D2"	84.3268769216798	32.433414200646	6.48668284012921	25.9467313605169	2244.3922626847	3386.04844254745	45.4067798809045	6.48668284012921	726.508478094471	14004.748251839	350.280873366978	0	7031.56419870007	33244.2495556622	211154.499811886	84.3268769216798	1005.43584022003	149.193705322972	5682.33416795319	0.0262557077625571	2.07407407407407	39.9814814814815	42.0555555555556
"China_Galinas_CordA_D1"	27.776491829082	64.811814267858	27.776491829082	0	592.565159020416	6990.41711031897	37.035322438776	9.258830609694	1296.23628535716	5805.28679227813	722.188787556132	0	8045.92379982409	4231.28558863016	243877.59825934	166.658950974492	648.11814267858	120.364797926022	7629.27642238786	0.0157766990291262	1.7948717948718	8.03846153846153	9.83333333333333
"China_Galinas_CordA_D2"	6.79237080910721	0	0	0	903.385317611259	13605.1187306417	61.1313372819649	0	631.690485246971	5556.1593218497	393.957506928218	0	14630.7667228169	1521.49106124002	185839.265337173	2594.68564907895	203.771124273216	6.79237080910721	14569.635385535	0.000466200466200466	1.60344827586207	14.1034482758621	15.7068965517241
