"OTU"	"Sandmound_TuleA_D1"	"Sandmound_TuleA_D2"	"Sandmound_TuleB_D1"	"Sandmound_TuleB_D2"	"Sandmound_TuleC_D1"	"Sandmound_TuleC_D2"	"Sandmound_CattailA_D1"	"Sandmound_CattailA_D2"	"Sandmound_ThreeSqA_D1"	"Sandmound_ThreeSqA_D2"	"Sandmound_ThreeSqB_D1"	"Sandmound_ThreeSqB_D2"	"Sandmound_ThreeSqC_D1"	"Sandmound_ThreeSqC_D2"	"WestPond_TuleA_D1"	"WestPond_TuleA_D2"	"WestPond_TuleB_D1"	"WestPond_TuleB_D2"	"WestPond_TuleC_D1"	"WestPond_TuleC_D2"	"WestPond_CattailA_D1"	"WestPond_CattailA_D2"	"WestPond_CattailB_D1"	"WestPond_CattailB_D2"	"WestPond_CattailC_D1"	"WestPond_CattailC_D2"	"MayberryNE_TuleA_D1"	"MayberryNE_TuleA_D2"	"MayberryNE_TuleB_D1"	"MayberryNE_TuleB_D2"	"MayberryNE_TuleC_D1"	"MayberryNE_TuleC_D2"	"MayberryNE_CattailA_D1"	"MayberryNE_CattailA_D2"	"MayberryNE_CattailB_D1"	"MayberryNE_CattailB_D2"	"MayberryNE_CattailC_D1"	"MayberryNE_CattailC_D2"	"MayberrySE_TuleA_D1"	"MayberrySE_TuleA_D2"	"MayberrySE_TuleB_D1"	"MayberrySE_TuleB_D2"	"MayberrySE_TuleC_D1"	"MayberrySE_TuleC_D2"	"MayberrySE_CattailA_D1"	"MayberrySE_CattailA_D2"	"MayberrySE_CattailB_D1"	"MayberrySE_CattailB_D2"	"MayberrySE_CattailC_D1"	"MayberrySE_CattailC_D2"	"MayberryNW_TuleA_D1"	"MayberryNW_TuleA_D2"	"MayberryNW_TuleB_D1"	"MayberryNW_TuleB_D2"	"MayberryNW_TuleC_D1"	"MayberryNW_TuleC_D2"	"MayberryNW_CattailA_D1"	"MayberryNW_CattailA_D2"	"MayberryNW_CattailB_D1"	"MayberryNW_CattailB_D2"	"MayberryNW_CattailC_D1"	"MayberryNW_CattailC_D2"	"Browns_TuleA_D2"	"Browns_TuleB_D1"	"Browns_TuleB_D2"	"Browns_TuleC_D1"	"Browns_TuleC_D2"	"Browns_ThreeSqA_D1"	"Browns_ThreeSqA_D2"	"Browns_ThreeSqB_D1"	"Browns_ThreeSqB_D2"	"Browns_ThreeSqC_D1"	"Browns_ThreeSqC_D2"	"RushSE_TuleA_D1"	"RushSE_TuleA_D2"	"RushSE_TuleB_D1"	"RushSE_TuleB_D2"	"RushSE_TuleC_D1"	"RushSE_TuleC_D2"	"RushSE_CattailNLA_D1"	"RushSE_CattailNLA_D2"	"RushSE_CattailNLB_D1"	"RushSE_CattailNLB_D2"	"RushSE_CattailNLC_D1"	"RushSE_CattailNLC_D2"	"RushMan_CattailNLA_D1"	"RushMan_CattailNLA_D2"	"RushMan_CattailNLB_D1"	"RushMan_CattailNLB_D2"	"RushMan_CattailNLC_D1"	"RushMan_CattailNLC_D2"	"RushMan_ThreeSqA_D1"	"RushMan_ThreeSqA_D2"	"RushMan_ThreeSqB_D2"	"RushMan_ThreeSqC_D1"	"RushMan_ThreeSqC_D2"	"RushOxbow_ThreeSqA_D1"	"RushOxbow_ThreeSqA_D2"	"RushOxbow_ThreeSqB_D1"	"RushOxbow_ThreeSqB_D2"	"RushOxbow_ThreeSqC_D1"	"RushOxbow_ThreeSqC_D2"	"Joice_CattailNLA_D1"	"Joice_CattailNLA_D2"	"Joice_CattailNLB_D1"	"Joice_CattailNLB_D2"	"Joice_CattailNLC_D1"	"Joice_CattailNLC_D2"	"Joice_ThreeSqA_D1"	"Joice_ThreeSqA_D2"	"Joice_ThreeSqB_D1"	"Joice_ThreeSqB_D2"	"Joice_ThreeSqC_D1"	"Joice_ThreeSqC_D2"	"Goodyear_PhragA_D1"	"Goodyear_PhragA_D2"	"Goodyear_PhragB_D1"	"Goodyear_PhragB_D2"	"Goodyear_PhragC_D1"	"Goodyear_PhragC_D2"	"White_CordA_D1"	"White_CordA_D2"	"White_CordB_D1"	"White_CordB_D2"	"White_CordC_D1"	"White_CordC_D2"	"White_ThreeSqA_D1"	"White_ThreeSqA_D2"	"White_ThreeSqB_D1"	"White_ThreeSqB_D2"	"White_ThreeSqC_D1"	"White_ThreeSqC_D2"	"Tolay_CordA_D1"	"Tolay_CordA_D2"	"Tolay_CordB_D1"	"Tolay_CordB_D2"	"Tolay_CordC_D1"	"Tolay_CordC_D2"	"China_Bullhead_CordA_D1"	"China_Bullhead_CordA_D2"	"China_Bullhead_CordB_D1"	"China_Bullhead_CordB_D2"	"China_Bullhead_CordC_D1"	"China_Bullhead_CordC_D2"	"China_Galinas_CordA_D1"	"China_Galinas_CordA_D2"	"China_Galinas_CordB_D1"	"China_Galinas_CordB_D2"	"China_Galinas_CordC_D1"	"China_Galinas_CordC_D2"	"China_Galinas_PWA_D1"	"China_Galinas_PWA_D2"	"China_Galinas_PWB_D1"	"China_Galinas_PWB_D2"	"China_Galinas_PWC_D1"	"China_Galinas_PWC_D2"	"Muzzi_CordA_D1"	"Muzzi_CordA_D2"	"Muzzi_CordB_D1"	"Muzzi_CordB_D2"	"Muzzi_CordC_D1"	"Muzzi_CordC_D2"	"Muzzi_PWA_D1"	"Muzzi_PWA_D2"	"Muzzi_PWB_D1"	"Muzzi_PWB_D2"	"Muzzi_PWC_D1"	"Muzzi_PWC_D2"	"Consensus.lineage"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
"otu_1503"	"otu_1503"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	277	2	105	1	17	13	2	2	6	1	6	5	2	0	0	2	0	75	3	0	2	76	12	34	10	117	39	12	60	1	29	38	48	20	11	0	0	0	0	0	0	0	0	0	1	0	2	16	0	10	7	2	0	0	0	0	0	12	4	1	24	56	10	0	4	7	10	7	18	5	4	4	8	3	0	0	0	3	0	0	0	0	0	0	0	0	0	194	314	4	247	149	221	2	1	5	5	1	0	2	1	0	2	0	0	3	10	2	32	2	6	0	2	0	1	0	2	0	2	0	1	0	0	0	1	0	0	1	0	0	4	0	1	2	1	1	1	3	0	0	1	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales;f__Haloplasmataceae;g__Haloplasma"	"Bacteria"	"Firmicutes"	"Bacilli"	"Haloplasmatales"	"Haloplasmataceae"	"Haloplasma"
"otu_1504"	"otu_1504"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	9	0	88	0	67	1	1	5	122	9	18	11	120	10	619	20	338	6	475	5	119	2	10	1	130	0	76	1	2	39	10	0	8	0	1	3	2	3	0	3	1	13	1	6	4	52	13	9	5	0	1	0	0	1	0	0	0	5	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	1	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	4	3	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"FlavobacteriaceaeFA"
"otu_1505"	"otu_1505"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	2	0	3	7	17	5	25	2	24	2	8	15	26	4	9	18	13	20	20	25	14	4	29	2	13	11	20	7	34	8	35	14	32	29	15	17	14	4	21	33	14	9	33	16	2	4	0	0	3	3	1	0	1	4	0	3	1	0	0	0	0	0	82	63	10	72	27	53	60	67	318	111	218	49	1	38	18	68	99	113	88	46	11	42	20	45	13	2	3	4	11	0	0	0	0	0	0	2	2	1	0	1	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	1	1	0	1	0	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__PAUC26f;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"PAUC26f"	"PAUC26fOR"	"PAUC26fOR"
"otu_1506"	"otu_1506"	212	225	0	110	142	286	192	163	147	102	146	134	168	190	2	2	1	0	0	0	3	0	0	0	2	0	0	0	1	1	0	8	0	0	0	0	0	0	1	1	1	7	0	1	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	9	10	11	17	10	19	17	22	16	17	8	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	2	0	2	5	10	5	1	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	1	2	2	0	3	0	0	0	1	1	0	0	0	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__mle1-7"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Nitrosomonadaceae"	"mle1-7"
"otu_1507"	"otu_1507"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	4	15	20	14	42	7	102	69	65	23	106	25	57	69	53	16	39	19	47	4	101	129	58	267	14	125	97	137	97	151	58	266	21	24	5	2	1	7	2	34	5	10	7	14	2	6	4	7	7	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"AnaerolineaceaeFA"
"otu_1508"	"otu_1508"	71	101	0	37	68	95	46	71	74	78	85	77	90	76	1	0	0	9	1	1	0	1	0	0	0	0	1	4	0	20	0	41	0	9	3	6	0	1	0	1	5	4	6	6	1	16	5	1	3	3	8	82	17	31	3	7	108	26	26	22	81	5	96	49	64	62	94	67	78	41	71	55	100	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	8	9	7	19	16	1	1	9	3	6	0	0	0	0	1	1	0	1	1	0	3	2	2	31	0	5	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	"k__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__"	"Bacteria"	"Gemmatimonadota"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"GemmatimonadaceaeFA"
"otu_1509"	"otu_1509"	1	0	0	0	1	0	3	1	1	0	0	0	0	0	5	4	0	87	3	2	0	3	1	7	0	8	2	148	3	235	0	252	0	1	0	0	0	0	0	0	1	0	0	0	17	0	0	0	17	1	149	62	166	49	40	114	197	41	249	31	57	3	23	0	1	6	13	0	9	1	11	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	9	3	4	22	2	8	1	0	0	0	0	0	0	0	0	20	3	22	2	8	10	36	62	58	137	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"BacteroidalesOR"	"BacteroidalesOR"
"otu_151"	"otu_151"	8	5	4	13	0	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	19	0	22	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	1	1	1	2	1	0	0	0	2	5	0	0	21	7	25	4	29	9	1	3	5	1	3	1	0	0	0	0	0	14	0	63	10	3	1	2	1	6	8	78	27	205	59	501	98	1037	239	1225	796	1632	1214	1162	639	58	19	57	60	30	40	67	34	68	28	53	32	34	10	17	4	40	19	117	781	201	255	685	70	775	5	3168	57	1165	472	244	62	880	30	1361	37	30	2	132	3	14	1	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Halochromatium"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Halochromatium"
"otu_1510"	"otu_1510"	3	0	0	0	1	1	2	1	3	0	1	2	0	0	0	0	1	0	6	7	0	2	0	0	3	2	383	24	394	58	973	18	103	0	74	3	34	16	7	1	0	0	6	1	5	2	0	2	10	1	18	0	34	1	32	6	7	3	8	8	36	2	0	1	2	4	0	6	0	1	0	0	0	11	6	3	4	9	7	5	2	2	1	3	3	2	0	2	3	3	2	2	1	2	2	9	4	8	6	7	1	0	7	0	3	1	2	1	1	1	0	0	4	0	0	0	0	1	0	0	0	0	1	4	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	1	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	"k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__;g__"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	"ChloroplastOR"	"ChloroplastOR"
"otu_1511"	"otu_1511"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	227	67	316	173	283	479	35	11	41	1	4	11	8	0	10	0	22	5	33	1	21	8	48	4	30	2	101	14	19	18	59	73	139	105	62	15	0	0	0	0	0	3	0	1	0	0	0	0	1	1	1	0	0	2	0	2	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolineaceae UCG-001"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"Anaerolineaceae UCG-001"
"otu_1512"	"otu_1512"	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	24	8	7	0	21	2	0	572	449	210	140	19	141	31	6	102	38	0	1	0	1	16	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	1	1	0	3	6	2	1	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	33	17	20	24	49	17	10	15	11	10	12	25	43	13	41	54	32	9	17	14	11	7	39	6	1	8	3	5	29	0	5	0	0	0	3	12	3	1	3	2	3	1	0	3	0	0	1	"k__Bacteria;p__Planctomycetota;c__vadinHA49;o__;f__;g__"	"Bacteria"	"Planctomycetota"	"vadinHA49"	"vadinHA49CL"	"vadinHA49CL"	"vadinHA49CL"
"otu_1513"	"otu_1513"	21	5	0	1	17	3	31	37	28	3	31	12	22	9	117	101	117	24	156	93	182	47	131	49	97	38	11	2	3	1	7	3	0	2	0	1	1	3	7	2	4	0	2	4	9	3	9	3	6	2	0	3	0	0	0	1	1	1	1	1	2	4	2	17	3	40	3	21	3	45	1	11	3	30	23	46	31	40	12	42	11	34	12	30	21	30	5	8	3	15	2	66	34	11	48	20	1	28	43	6	17	6	37	2	53	2	10	1	11	11	7	9	11	2	2	0	0	0	4	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Reyranellales"	"Reyranellaceae"	"Reyranella"
"otu_1514"	"otu_1514"	178	17	0	5	161	50	62	21	313	44	173	188	387	98	1	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5	10	1	0	1	0	4	172	14	120	14	125	3	177	3	57	19	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	2	1	0	4	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__KF-JG30-C25;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"KF-JG30-C25"	"KF-JG30-C25OR"	"KF-JG30-C25OR"
"otu_1515"	"otu_1515"	15	12	0	3	19	11	10	8	35	7	53	35	30	14	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	2	58	82	58	79	26	87	18	30	153	93	223	133	10	76	96	46	65	173	3	47	3	12	35	47	3	68	4	52	15	124	6	5	16	21	13	14	5	9	2	10	10	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	19	9	3	5	7	7	7	29	26	29	7	3	1	2	0	2	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"k__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__;g__"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	"VicinamibacteralesOR"	"VicinamibacteralesOR"
"otu_1516"	"otu_1516"	1	1	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	4	0	2	0	1	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	48	31	75	29	27	4	61	4	98	2	18	30	97	73	168	67	126	64	163	105	38	114	150	12	11	11	66	33	123	2	17	35	27	1	57	57	82	20	132	3	68	0	18	2	0	7	9	"k__Bacteria;p__Modulibacteria;c__Moduliflexia;o__Moduliflexales;f__Moduliflexaceae;g__"	"Bacteria"	"Modulibacteria"	"Moduliflexia"	"Moduliflexales"	"Moduliflexaceae"	"ModuliflexaceaeFA"
"otu_1517"	"otu_1517"	0	2	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	20	3	11	4	4	3	10	1	14	1	9	2	0	0	0	1	0	1	2	1	5	2	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	109	116	69	100	75	176	46	17	68	35	102	54	175	254	148	141	258	144	26	16	25	12	22	49	13	3	13	6	13	31	2	0	1	1	0	3	13	0	1	0	4	3	3	1	4	0	1	1	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZB50;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"SZB50"	"SZB50OR"	"SZB50OR"
"otu_1518"	"otu_1518"	16	4	0	0	6	5	16	18	5	3	8	2	24	4	4	5	11	2	35	27	3	1	34	6	24	1	10	4	4	4	5	4	2	6	1	3	6	2	2	0	1	1	2	0	2	2	2	1	4	1	0	0	3	1	1	0	4	3	3	6	1	0	1	0	1	12	6	0	4	6	0	1	2	6	9	18	7	7	8	9	12	4	3	18	4	11	21	13	17	9	9	12	6	11	8	9	10	48	33	9	36	37	9	10	8	7	5	4	18	16	18	7	9	9	21	30	9	6	8	33	3	1	0	3	4	0	8	4	5	6	12	8	18	10	30	11	11	5	22	1	18	4	11	3	68	82	88	16	24	15	17	23	37	12	15	23	49	141	57	171	40	96	93	14	86	0	47	32	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"SphingomonadaceaeFA"
"otu_1519"	"otu_1519"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	271	49	236	41	14	7	63	2	128	25	134	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	38	0	1	8	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	2	1	0	1	1	21	36	392	49	342	26	394	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	18	0	0	0	0	0	0	0	2	0	0	0	0	8	3	13	22	4	29	0	0	1	0	0	0	0	7	0	0	0	5	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup 13;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 13"	"Subgroup 13OR"	"Subgroup 13OR"
"otu_152"	"otu_152"	106	16	0	11	61	17	127	250	50	7	89	12	120	31	146	101	249	31	148	297	558	127	473	148	165	74	9	19	1	61	3	50	0	6	6	3	47	5	7	2	51	3	30	10	262	7	19	5	161	25	19	40	3	5	3	11	245	374	67	73	8	8	32	64	21	91	43	53	28	86	29	26	27	336	269	797	248	300	234	465	255	484	238	389	172	656	113	248	25	495	574	492	335	216	327	250	61	214	246	115	193	228	82	92	175	124	267	238	272	349	414	261	275	169	140	43	83	14	95	27	28	30	22	36	23	43	438	67	229	88	444	170	11	21	7	19	10	23	16	3	13	0	5	9	18	142	16	44	134	71	4	3	6	2	1	2	24	22	45	20	74	63	29	0	22	3	52	21	"k__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__"	"Bacteria"	"Gemmatimonadota"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"GemmatimonadaceaeFA"
"otu_1520"	"otu_1520"	16	11	0	1	10	18	5	10	12	8	82	31	19	2	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	1	17	38	117	43	78	47	119	9	23	21	109	70	188	6	45	108	107	20	98	13	66	4	40	40	47	13	103	28	58	14	143	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	44	16	0	39	27	205	0	0	0	0	0	0	1	0	0	0	0	0	1	8	0	0	0	9	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	5	1	0	0	0	0	0	1	0	0	0	0	1	0	5	0	0	0	6	0	0	0	1	0	1	0	2	1	0	1	8	"k__Bacteria;p__NB1-j;c__;o__;f__;g__"	"Bacteria"	"NB1-j"	"NB1-jPH"	"NB1-jPH"	"NB1-jPH"	"NB1-jPH"
"otu_1521"	"otu_1521"	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	7	3	2	3	2	1	2	2	3	14	74	13	23	10	21	11	18	16	15	5	30	10	19	5	7	11	1	28	5	9	7	37	16	290	106	309	75	128	238	132	50	131	62	133	23	0	0	0	0	0	0	0	0	0	0	0	2	1	2	3	1	4	1	3	3	1	4	2	3	3	2	4	6	8	0	2	4	1	2	12	1	4	0	0	1	10	6	6	5	2	3	3	11	6	4	4	5	17	7	17	12	3	22	1	3	2	4	2	13	3	12	0	4	16	19	2	4	0	8	4	3	0	0	1	1	1	0	0	0	0	1	3	9	0	0	0	0	0	0	4	2	0	1	0	0	0	0	0	0	0	0	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes vadinHA17;g__"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidetes vadinHA17"	"Bacteroidetes vadinHA17FA"
"otu_1522"	"otu_1522"	32	23	0	10	16	21	10	23	16	26	22	11	17	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	4	4	45	61	41	47	43	53	81	38	123	44	56	2	1	1	0	3	2	1	0	0	0	1	13	3	0	0	0	1	0	163	75	125	109	209	68	63	29	126	55	58	3	2	12	5	73	47	57	66	25	7	53	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	"GemmataceaeFA"
"otu_1523"	"otu_1523"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	30	3	3	0	3	85	158	62	311	99	220	192	176	6	13	0	25	78	35	13	12	8	28	32	68	23	141	41	128	14	51	36	113	53	124	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	9	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bryobacter"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Bryobacterales"	"Bryobacteraceae"	"Bryobacter"
