SampleID	HydA	DsrAB.red	DsrAB.ox	NxrA.other	NxrB.other	NOB.nxr	AmoA.Ic	amoA.AOB	amoA.AOA	p.amo.unk	emoA	pxmA	MOB.III	MOB.IIb	MOB.IIa	MOB.Ic	MOB.Ib	MOB.Ia	mcr.Ac	mcr.H2	pmoA_MOB	mcrA
White_CordB_D2	1006.317654	2866.226636	760.6637184	404.2869296	645.4606917	12.03217403	0	2.300172513	0	11.69648784	4.503419221	2.232451813	0	0	0	0	0	5.09708676	0	2.576582473	5.09708676	2.576582473
White_ThreeSqA_D1	1067.863279	1745.52222	1072.514294	647.245312	1169.098743	41.49024215	0	34.39783156	104.1062831	12.50175025	5.017460763	16.7362016	5.12254406	0	2.3067359	0	3.676842328	10.19118666	0	2.188763327	21.29730895	2.188763327
White_ThreeSqA_D2	1532.236405	4585.078349	1662.450882	562.4549028	1038.12654	46.76635284	0	6.069342235	52.84178729	12.77196299	4.743709249	28.05718053	0	0	6.453070048	0	2.694154224	29.79168167	17.25372465	9.255874009	38.93890594	26.50959866
White_ThreeSqB_D1	1394.113222	2288.795204	1363.197672	489.416371	984.3860438	54.42176871	2.884579327	32.94784356	168.0590267	19.0970896	5.271286774	0	0	0	0	0	0	0	NA	NA	0	#VALUE!
White_ThreeSqB_D2	1407.658374	3425.609711	944.1226076	461.7164072	685.7724556	34.72403077	0	13.3527096	27.60207016	15.04021754	10.19417352	11.69648784	2.232451813	0	2.204366851	0	0	14.5583294	NA	NA	18.99514807	#VALUE!
White_ThreeSqC_D1	1589.39322	2361.996997	1069.726733	390.5340553	1084.903651	62.92662755	2.508730382	30.67339251	105.4866835	15.28587869	6.114711997	2.500350049	0	0	0	0	2.989885218	5.515263492	0	2.626788515	8.50514871	2.626788515
White_ThreeSqC_D2	1658.745471	3051.803772	977.0811829	411.6708691	790.3345823	44.81712373	2.371854624	14.74263053	63.72809347	17.22970894	7.447920416	28.73691672	0	0	0	0	7.89671102	29.63569647	4.33833833	3.669522779	37.53240749	8.007861108
Tolay_CordA_D2	688.3972404	3344.989246	818.3154844	442.0741502	1159.018243	49.46229281	0	17.30747596	68.64134076	15.87301587	9.708879256	0	0	0	0	0	0	13.51311177	0	0	13.51311177	0
Tolay_CordB_D2	944.2722022	4088.142553	704.0217241	435.1643911	1361.839476	61.24809483	0	36.02735377	77.89080599	24.80287912	2.911665881	6.016087017	0	0	2.512139916	0	0	2.632472603	2.576582473	2.550070637	5.144612519	5.126653109
Tolay_CordC_D2	875.2702859	3692.718294	875.9295729	616.2934352	1530.0642	32.54450461	0	10.03492153	36.25037296	2.996506074	9.19210582	6.551090866	2.500350049	0	0	0	0	0	0	8.401337493	2.500350049	8.401337493
China_Galinas_CordA_D2	2062.817841	3289.506649	2791.676186	816.7524514	2155.780904	17.89873344	0	2.371854624	4.914210176	0	0	7.384160975	0	0	0	0	0	0	NA	NA	0	#VALUE!
China_Galinas_CordB_D2	2491.558771	5556.626112	566.4258764	399.6614632	881.8519393	28.27218403	0	3.514191183	0	2.603278569	0	0	0	0	0	0	0	2.819888107	0	3.035730549	2.819888107	3.035730549
China_Galinas_CordC_D2	3018.748014	4314.228363	632.5095535	501.4623865	1046.568357	25.25507627	0	5.09708676	0	0	13.16236301	2.480287912	0	0	0	0	0	2.171307475	0	2.761904499	2.171307475	2.761904499
China_Galinas_PWA_D1	904.9455952	1410.893272	959.9077825	593.2902001	944.3056888	17.04037148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	#VALUE!	#VALUE!
China_Galinas_PWA_D2	493.5512642	1837.686122	3163.836294	723.4953649	1227.615245	39.62680357	0	0	4.743709249	8.94936672	2.632237007	2.240856186	0	0	0	0	0	0	NA	NA	0	#VALUE!
China_Galinas_PWB_D1	1166.759497	2336.802988	1875.169563	645.6864627	1323.103623	7.052849351	0	0	0	2.570198548	2.819888107	2.603278569	2.267573696	0	0	0	0	0	NA	NA	2.267573696	#VALUE!
China_Galinas_PWB_D2	668.4015773	2577.955605	1770.349445	1028.207509	2398.499181	28.00043783	2.632472603	0	12.7427169	0	8.685229898	0	0	0	0	0	0	0	NA	NA	0	#VALUE!
China_Galinas_PWC_D1	2031.098439	2504.467821	1911.854499	658.301877	1366.873048	NA	0	0	0	2.840061913	2.3067359	0	0	0	0	0	0	0	NA	NA	0	#VALUE!
China_Bullhead_CordA_D2	1481.195098	3917.517947	1025.131425	410.9727061	811.7289827	5.882076138	0	18.85907957	2.482640139	2.201489087	0	2.23734168	0	0	0	0	0	2.151981545	12.36182569	2.703996236	2.151981545	15.06582193
China_Bullhead_CordB_D2	1267.940769	4061.537479	903.0850622	535.5419427	1084.927949	2.512398688	0	5.405244709	2.427219814	0	0	2.570198548	0	0	0	0	0	2.035089005	18.21438329	2.228437086	2.035089005	20.44282038
China_Bullhead_CordC_D2	1310.540628	4612.923846	1154.243218	549.9743345	856.9788249	2.622978339	0	10.52989041	37.85165645	5.090988695	6.613100552	7.770792699	0	0	0	0	2.232451813	5.024279832	8.285713497	2.280756573	7.256731645	10.56647007
China_Galinas_PWC_D2	518.3087379	2239.672482	1369.416676	605.0979502	1316.83372	24.65550101	2.3067359	0	3.676842328	6.245160001	0	2.840061913	0	0	0	0	0	0	NA	NA	0	#VALUE!
Muzzi_CordA_D2	835.0142061	3617.942941	1421.506364	618.8180825	1473.663598	53.02873627	0	21.05789605	64.65970138	2.941038069	2.151981545	6.604467262	0	0	0	0	0	0	0	2.366051888	0	2.366051888
Muzzi_CordB_D2	617.0770761	2408.962843	1592.713945	657.2921149	1241.870959	65.86879509	2.055946414	19.73921675	70.26818122	2.512398688	2.035089005	4.701899567	0	0	0	0	2.470148258	0	NA	NA	2.470148258	#VALUE!
Muzzi_CordC_D2	754.0922762	2714.741813	2381.740724	588.7800728	1312.936497	64.16367236	2.204366851	13.02784485	147.4184657	7.868935018	2.512139916	5.090988695	0	0	2.480287912	0	0	0	NA	NA	2.480287912	#VALUE!
Muzzi_PWA_D1	695.6748046	854.7048907	1598.804208	581.9934746	841.7333903	21.61064108	3.956666588	2.3067359	23.91908175	2.465550101	10.24508812	0	0	0	0	0	0	0	NA	NA	0	#VALUE!
Muzzi_PWA_D2	476.8717215	2113.342161	1676.957085	956.5005636	1881.493049	55.11740006	2.151981545	2.151023349	18.42565905	0	0	0	0	0	0	0	0	0	0	0	0	0
Muzzi_PWB_D1	962.7019245	766.3686344	1565.545408	412.3769979	715.4902305	NA	0	0	5.639776214	2.863860656	0	0	0	0	0	0	0	2.470148258	0	3.034671118	2.470148258	3.034671118
Muzzi_PWB_D2	454.0501271	1717.325563	2526.373936	725.9484648	1637.794162	35.62014676	0	2.204366851	10.85653737	3.05541297	0	2.622978339	0	0	0	0	0	0	NA	NA	0	#VALUE!
Muzzi_PWC_D1	587.9047453	1213.293726	2723.587061	530.7481476	1298.759797	23.51488786	0	3.956666588	32.29430259	10.80532054	2.390885943	0	0	0	2.503423432	0	0	0	NA	NA	2.503423432	#VALUE!
Muzzi_PWC_D2	494.5544956	1903.323193	2044.651104	1032.923417	1767.566441	57.74150384	0	2.151981545	36.56739694	7.516009099	14.02859027	0	0	0	0	0	0	3.192990747	0	0	3.192990747	0
																					15	4
