"OTU"	"Guild"	"Sandmound_TuleA_D1"	"Sandmound_TuleA_D2"	"Sandmound_TuleB_D1"	"Sandmound_TuleB_D2"	"Sandmound_TuleC_D1"	"Sandmound_TuleC_D2"	"Sandmound_ThreeSqA_D1_rd"	"Sandmound_ThreeSqA_D2"	"Sandmound_ThreeSqB_D1"	"Sandmound_ThreeSqB_D2"	"Sandmound_ThreeSqC_D1"	"Sandmound_ThreeSqC_D2"	"WestPond_TuleA_D2"	"WestPond_TuleB_D1"	"WestPond_TuleB_D2"	"WestPond_TuleC_D1"	"WestPond_TuleC_D2"	"WestPond_CattailA_D1"	"WestPond_CattailA_D2"	"WestPond_CattailB_D1"	"WestPond_CattailB_D2"	"WestPond_CattailC_D2"	"WestPond_TuleA_D1"	"MayberryNE_TuleA_D1"	"MayberryNE_TuleA_D2"	"MayberryNE_TuleB_D1"	"MayberryNE_TuleB_D2"	"MayberryNE_TuleC_D1"	"MayberryNE_TuleC_D2"	"MayberryNE_CattailA_D1"	"MayberryNE_CattailA_D2"	"MayberryNE_CattailB_D1"	"MayberryNE_CattailB_D2"	"MayberryNE_CattailC_D1"	"MayberryNE_CattailC_D2"	"MayberrySE_CattailA_D1"	"MayberrySE_CattailA_D2"	"MayberrySE_CattailB_D1"	"MayberrySE_TuleA_D1"	"MayberryNW_TuleA_D1"	"MayberryNW_TuleA_D2"	"MayberryNW_TuleB_D1"	"MayberryNW_TuleB_D2"	"MayberryNW_TuleC_D1"	"MayberryNW_TuleC_D2"	"MayberryNW_CattailA_D1"	"MayberryNW_CattailA_D2"	"MayberryNW_CattailB_D1"	"MayberryNW_CattailB_D2"	"MayberryNW_CattailC_D1"	"MayberryNW_CattailC_D2"	"Browns_TuleA_D1"	"Browns_TuleA_D2"	"Browns_TuleB_D1"	"Browns_TuleB_D2"	"Browns_TuleC_D1"	"Browns_TuleC_D2"	"Browns_ThreeSqA_D1"	"Browns_ThreeSqA_D2"	"Browns_ThreeSqB_D1"	"Browns_ThreeSqB_D2"	"Browns_ThreeSqC_D1"	"Browns_ThreeSqC_D2"	"RushSE_TuleA_D1"	"RushSE_TuleA_D2"	"RushSE_TuleB_D1"	"RushSE_TuleB_D2"	"RushSE_TuleC_D1"	"RushSE_TuleC_D2"	"RushSE_CattailNLA_D1"	"RushSE_CattailNLA_D2"	"RushSE_CattailNLB_D1"	"RushSE_CattailNLB_D2"	"RushSE_CattailNLC_D1"	"RushSE_CattailNLC_D2"	"RushMan_CattailNLA_D2"	"RushMan_CattailNLB_D2"	"RushMan_CattailNLC_D1"	"RushMan_CattailNLC_D2"	"RushMan_ThreeSqA_D1"	"RushMan_ThreeSqA_D2"	"RushMan_ThreeSqB_D1"	"RushMan_ThreeSqB_D2"	"RushMan_ThreeSqC_D2"	"RushOxbow_ThreeSqA_D1"	"RushOxbow_ThreeSqA_D2"	"RushOxbow_ThreeSqB_D1"	"RushOxbow_ThreeSqB_D2"	"RushOxbow_ThreeSqC_D1"	"RushOxbow_ThreeSqC_D2"	"Joice_CattailNLA_D1"	"Joice_CattailNLA_D2"	"Joice_CattailNLB_D1"	"Joice_CattailNLB_D2"	"Joice_CattailNLC_D1"	"Joice_CattailNLC_D2"	"Joice_ThreeSqA_D1"	"Joice_ThreeSqA_D1_rd"	"Joice_ThreeSqA_D2"	"Joice_ThreeSqA_D2_rd"	"Joice_ThreeSqB_D1"	"Joice_ThreeSqC_D1"	"Joice_ThreeSqC_D2"	"Goodyear_PhragA_D2"	"Goodyear_PhragC_D2"	"White_CordA_D2"	"White_CordB_D2"	"White_ThreeSqA_D1"	"White_ThreeSqA_D2"	"White_ThreeSqB_D1"	"White_ThreeSqB_D2"	"White_ThreeSqC_D1"	"White_ThreeSqC_D2"	"Tolay_CordA_D2"	"Tolay_CordB_D2"	"Tolay_CordC_D2"	"China_Galinas_CordA_D2"	"China_Galinas_CordB_D2"	"China_Galinas_CordC_D2"	"China_Galinas_PWA_D1"	"China_Galinas_PWA_D2"	"China_Galinas_PWB_D1"	"China_Galinas_PWB_D2"	"China_Galinas_PWC_D1"	"China_Bullhead_CordA_D2"	"China_Bullhead_CordB_D2"	"China_Bullhead_CordC_D2"	"China_Galinas_PWC_D2"	"Muzzi_CordA_D2"	"Muzzi_CordB_D2"	"Muzzi_CordC_D2"	"Muzzi_PWA_D1"	"Muzzi_PWA_D2"	"Muzzi_PWB_D1"	"Muzzi_PWB_D2"	"Muzzi_PWC_D1"	"Muzzi_PWC_D2"
"emoA"	11	"emoA"	38.9847454984085	17.859614500221	23.908859427861	22.4457444271425	41.9925203910739	29.2412195927868	50.0070009801372	35.122898213841	13.640778288246	36.0965221000957	17.4695756421707	31.9980308904067	15.8730158730159	14.8817274709248	8.98951822175344	11.2042809316584	18.2229499832089	18.8455676402758	5.00684686308527	6.71202504032808	7.71059564351346	5.82809452392239	17.0403714800983	6.60446726165578	9.40379913485048	0	6.24516000099923	11.7641522751871	40.1983790003668	2.62297833944487	19.7244008096867	5.30287362721859	2.86386065599592	42.7757815746376	5.40266026991691	5.01067273292112	5.27945473791467	10.476513751472	5.87872196584463	5.02100033389652	0	11.9793476047294	8.29293980569642	21.6886806775544	2.65981498326976	5.89134590742928	15.0145641272034	14.2775964523028	11.0401596848697	0	4.72212646799107	5.40496716482447	6.66407508191259	6.62207800807893	7.09528494664346	9.23943297599826	0	5.41559257413946	4.98369087162262	8.49283947471788	7.90266029887861	4.93226763470639	10.1498627231067	7.41537206629343	8.21068620809984	6.04774086639936	9.3185789167152	14.3781038731736	5.49171437593531	4.69221420896307	7.81036435349709	4.33833832965298	7.06321102991034	12.8829123627004	13.1325799609962	0	12.5049081764593	0	0	25.6866594499385	22.8210204419291	5.10014127391329	19.603120816834	4.9447302773252	48.5716887769042	2.76190449886624	44.4293878185726	32.9072269332996	26.5497063602477	7.99932805644326	8.34459854136418	0	6.68531125694994	6.84226971771076	11.1075011732298	0	4.40348227378211	16.2637767742425	4.60034502587694	20.638698936419	3.03467111751764	10.9826145212129	4.45090319953176	0	4.91421017585501	8.65373798212138	4.50341922104358	5.01746076345683	4.74370924857274	5.27128677381436	10.1941735201246	6.11471199706494	7.44792041648771	9.70887925552314	2.91166588051688	9.19210581952219	0	0	13.1623630127069	NA	2.63223700662008	2.81988810683992	8.6852298980354	2.30673589950013	0	0	6.6131005521939	0	2.15198154460627	2.03508900461762	2.51213991614477	10.2450881205642	0	0	0	2.3908859427861	14.0285902669641
"pxmA"	12	"pxmA"	138.181927813761	68.1974368255667	103.553104250855	79.5431044082789	88.7796803358736	88.6069761188922	70.2345835089198	32.5693727639873	39.59591053436	41.9060550058878	20.5755268804562	47.699503172017	132.719033805434	143.752171256753	18.6591145628169	189.775955928601	239.383348494279	179.686050176593	72.570393281483	157.053560975331	70.657021983166	136.215038140211	118.053161699777	24.3223522417101	4.44271672127506	35.317749376421	14.1905698932869	53.12673961199	8.5861722557878	2.70779628706973	2.49184543581131	4.24641973735894	0	14.7968029041192	0	14.8307441325869	10.2633577601248	15.1193521659984	13.9778683750728	5.75124154926945	0	0	13.0172739224952	2.16916916482649	2.35440367663678	10.3063298901603	10.9438166341635	4.62793700452149	5.0019632705837	2.39903079156021	5.2535770292598	18.3476138928132	82.7261991019928	5.10014127391329	25.2040124787866	27.1960165252886	24.2858443884521	66.2857079727897	69.4209184665197	60.7518035691685	84.9590603527925	33.9971442398839	33.3783941654567	45.9679360126331	35.6549933703997	27.369078870843	36.0993788129969	42.5889339753221	39.631340464039	18.9744062366163	43.7032777458309	4.58637754142646	63.7280934678704	16.4739217818194	40.0581287957859	30.673392505096	7.37131526378252	51.9224278927283	40.5307729893922	40.1396861076546	28.4622554914364	15.8138603214431	66.2621278808097	22.4206106559048	22.3437612494631	14.5633188832847	11.6466635220675	5.51526349171332	8.08246267249323	5.40524470894109	50.0169794482864	89.6965565491941	57.9092141456417	56.3977621367984	21.7130747450885	41.5212461910023	25.8122801923015	61.6783924143801	30.8611359102382	102.873331275867	12.9118892676376	34.5965130784995	32.657818909882	0	0	2.29322032343579	2.23245181252763	16.7362015995027	28.0571805339281	0	11.6964878371147	2.50035004900686	28.7369167204153	0	6.01608701668261	6.55109086581401	7.38416097470925	0	2.4802879118208	NA	2.24085618633167	2.60327856902984	0	0	2.23734168010936	2.57019854783782	7.77079269856318	2.84006191334971	6.60446726165578	4.70189956742524	5.0909886954596	0	0	0	2.62297833944487	0	0
"MOB.III"	13	"MOB.III"	2.35094978371262	2.5454943477298	0	2.94103806879676	0	2.62297833944487	2.46555010121083	2.65143681360929	0	3.05541296961697	2.70133013495845	5.01067273292112	0	0	0	0	0	4.79173904189178	0	2.7110850846943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12320986867947	0	0	2.53746568077667	2.47179068876448	0	0	0	0	0	0	2.60345478449903	0	0	0	0	2.31396850226075	0	0	2.6267885146299	3.66952277856265	2.85262755524113	0	0	2.4723651386626	6.07146109711302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45710508792751	0	0	0	0	0	0	2.03823733235498	2.48264013882924	0	0	0	0	0	2.63247260254139	0	0	2.81988810683992	0	0	0	0	0	0	0	0	0	5.1225440602821	0	0	2.23245181252763	0	0	0	0	2.50035004900686	0	0	0	NA	0	2.26757369614512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MOB.IIb"	14	"MOB.IIb"	0	0	0	2.20148908721859	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28590825088317	2.93936098292231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02387043319968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54854338003114	0	0	0	0	0	0	0	0	2.98988521830647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MOB.IIa"	15	"MOB.IIa"	85.9081927779846	28.2683514604137	112.654054419419	55.933542002734	102.807941913513	54.3955488899423	39.760866786896	15.4104236105302	35.2642467556893	81.4558191273536	0	76.4669897887158	175.867908126605	139.017851990578	4.93110020242166	129.920403866855	280.6583442876	256.654689447826	113.455865668255	62.633409161514	60.7137294860187	132.004073268547	26.4542488463008	22.5945015025343	7.10994823957682	9.58347808378356	33.1717592227857	65.0660420326631	42.5570397323162	11.7826918148586	0	5.71103858092113	0	11.9486875561588	11.8053161699777	43.2397373185958	17.7708668851002	2.20735933602631	30.7462347687883	0	0	10.8311851482789	0	4.24641973735894	0	0	0	0	0	0	0	0	74.1381440751266	4.69221420896307	23.4310930604913	36.8758758020503	65.9233029458299	18.0360773077805	142.269616244126	4.62793700452149	55.0215959764207	23.9903079156021	18.3875196024093	18.3476138928132	14.2631377762057	5.10014127391329	16.8026749858577	24.723651386626	6.07146109711302	5.52380899773248	0	5.0626502974307	5.30994127204953	0	27.8153284712139	21.6319698882979	6.68531125694994	6.84226971771076	5.55375058661491	7.09815566255368	4.40348227378211	8.13188838712126	36.8027602070155	22.9318877071323	48.5547378802822	30.2021899333355	6.67635479929765	22.307921821888	4.91421017585501	14.422896636869	60.7961594840883	5.01746076345683	94.8741849714547	24.5993382778003	17.839803660218	14.2676613264849	47.1701626377555	196.604804924344	26.2049929246519	101.113164014744	8.08246267249323	40.5393353170581	42.1195616406622	0	0	0	0	2.30673589950013	6.45307004807537	0	2.2043668507313	0	0	0	2.51213991614477	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	2.4802879118208	0	0	0	0	2.50342343154263	0
"MOB.Ic"	16	"MOB.Ic"	0	2.4802879118208	8.98951822175344	0	2.60327856902984	0	2.50342343154263	0	0	0	0	2.20148908721859	0	0	0	2.94103806879676	10.0495947500917	5.24595667888975	0	2.65143681360929	0	6.11082593923395	5.40266026991691	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20803193697394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20690956899806	0	2.35440367663678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MOB.Ib"	17	"MOB.Ib"	32.7378678917904	6.01608701668261	24.0206665079847	34.4594178819765	29.4784580498866	7.44086373546241	8.98951822175344	2.24085618633167	5.20655713805967	2.35569595503448	2.50342343154263	11.1867084005468	12.8509927391891	13.5988872224856	8.52018574004913	13.2089345233116	37.6151965394019	17.8184604341086	6.24516000099923	11.7641522751871	30.1487842502751	15.7378700366692	27.1210511133191	29.1658049497022	17.1831639359755	42.7757815746376	8.10399040487536	67.6440818944351	10.5589094758293	10.476513751472	0	15.0630010016896	0	11.9793476047294	0	5.4221701693886	0	0	12.5121367726695	0	0	0	0	0	0	4.41471867205262	0	0	0	21.6623702965578	0	4.24641973735894	10.5368803985048	4.93226763470639	2.53746568077667	2.47179068876448	0	3.02387043319968	9.3185789167152	5.75124154926945	2.74585718796765	0	2.60345478449903	2.16916916482649	2.35440367663678	2.57658247254007	2.18876332683271	9.25587400904299	0	4.79806158312042	13.1339425731495	3.66952277856265	2.85262755524113	0	8.40133749292887	2.4723651386626	0	2.76190449886624	2.77683673866079	0	2.65497063602477	0	11.1261313884856	0	2.22843708564998	0	0	4.73210377503579	0	2.71062946237375	2.30017251293847	6.87956631213968	0	16.4739217818194	0	13.94245113868	0	0	0	7.52619114518525	0	5.27128677381436	0	0	0	0	0	3.67684232780888	2.69415422416441	0	0	2.98988521830647	7.89671101986023	0	0	0	0	0	0	NA	0	0	0	0	0	0	2.23245181252763	0	0	2.47014825829846	0	0	0	0	0	0	0
"MOB.Ia"	18	"MOB.Ia"	19.7611860663877	8.77236587783603	25.0035004900686	22.3509352269897	19.0970896035444	9.02413052502391	6.55109086581401	0	6.80272108843537	4.96057582364161	2.99650607391781	2.24085618633167	59.8754070876862	75.3822705611032	12.5171171577132	118.579109045796	169.633104157296	27.1977744449711	14.2003095667486	88.0595634887438	86.9851419973669	86.5468078228132	78.0645000124903	41.1745329631547	0	13.1148916972244	0	34.4686785769208	2.86386065599592	0	0	0	0	4.19060550058878	0	5.02100033389652	0	0	10.3661747571205	0	2.65981498326976	14.7283647685732	0	8.5665578713817	0	9.55895004492707	4.72212646799107	8.10745074723671	8.88543344255012	8.82943734410525	4.73018996442897	6.9295747319987	37.2067464417471	5.41559257413946	2.49184543581131	12.7392592120768	7.90266029887861	19.7290705388256	60.89917633864	29.6614882651737	39.0007594884742	9.07161129959903	16.3075131042516	43.1343116195209	10.9834287518706	11.7305355224077	23.4310930604913	17.3533533186119	35.3160551495517	23.1892422528606	15.3213432878289	20.8257165203467	40.0157061646696	9.59612316624084	63.0429243511176	14.6780911142506	5.70525511048227	30.6008476434797	39.2062416336681	12.361825693313	15.1786527427826	16.5714269931974	44.4293878185726	20.2506011897228	0	3.99966402822163	0	5.40799247207448	0	2.28075657257025	8.33062587992236	68.6155047380189	4.40348227378211	10.842517849495	11.5008625646924	34.3978315606984	9.10401335255292	5.49130726060646	6.67635479929765	2.788490227736	0	14.422896636869	18.0136768841743	2.50873038172842	0	1.75709559127145	5.09708676006229	10.1911866617749	29.7916816659508	0	14.5583294025844	5.51526349171332	29.6356964658085	13.5131117723527	2.63247260254139	0	0	2.81988810683992	2.17130747450885	NA	0	0	0	0	2.15198154460627	2.03508900461762	5.02427983228954	0	0	0	0	0	0	2.47014825829846	0	0	3.19299074671282
"mcr.Ac"	19	"mcr.Ac"	6.68531125694994	4.56151314514051	8.33062587992236	4.73210377503579	4.40348227378211	10.842517849495	11.5008625646924	4.58637754142646	6.06934223503528	8.23696089090969	0	5.57698045547199	127.76946457223	95.1911178033351	58.5444498735665	55.1920683980251	71.155638728591	21.0851470952574	71.359214640872	18.3441359911948	104.270885830828	99.5160123691122	61.1449834908545	99.2747428508397	264.027113968112	151.34685185035	60.5468698584519	92.6864417675006	42.1157921059212	11.2795524273597	15.199152321562	25.3740948945014	21.5102334935846	4.11189282762534	57.3135381190138	59.349998813	32.2797231690941	30.5263350692643	15.0728394968686	115.257241356347	185.977699393169	130.71355843584	167.433885939572	114.762525253733	126.257312402677	83.9850407821477	93.5719026969177	42.5059508331166	223.509352269897	155.504872486005	78.2091312168739	2.18369695527134	0	NA	NA	23.9720485913425	26.8902742359801	5.20655713805967	9.4227838201379	0	13.4240500806562	7.71059564351346	9.71349087320398	2.84006191334971	2.20148908721859	NA	0	0	0	NA	0	NA	2.65143681360929	NA	6.11082593923395	137.767836882881	127.772154689489	18.4780915827013	81.7168072614812	0	7.53150050084478	7.10994823957682	9.58347808378356	12.4394097085446	NA	2.65981498326976	0	2.5024273545339	0	NA	NA	0	2.70248358241224	2.22135836063753	0	0	2.30985824399957	8.5861722557878	5.41559257413946	0	2.12320986867947	7.90266029887861	32.0597396255916	15.22479408466	2.47179068876448	0	0	0	17.2537246478083	NA	NA	0	4.33833832965298	0	2.57658247254007	0	NA	0	0	NA	NA	NA	NA	NA	12.361825693313	18.2143832913391	8.28571349659872	NA	0	NA	NA	NA	0	0	NA	NA	0
"mcr.H2"	20	"mcr.H2"	33.381382292694	16.4739217818194	13.3527095985953	13.94245113868	12.2855254396375	20.1920552916165	18.0136768841743	15.0523822903705	9.48741849714547	1.75709559127145	5.09708676006229	6.11471199706494	350.052259574922	269.421399340767	422.191552674947	137.881587292833	296.356964658085	124.320628305645	297.469404087177	140.524605260404	402.732262012872	572.437285688504	260.556896941062	382.918159317022	118.306284214715	390.629818624407	262.319655237025	557.8899888422	159.246634300864	46.8070471062052	17.5849794130134	66.5930727836673	6.26891121550009	18.3457625874864	13.3947108751658	74.1174642263691	11.2228722135713	29.6417790995816	49.7100733077375	100.014001960274	102.17570389481	158.233028143654	18.0482610500478	41.4902421501554	56.6119008061042	95.2380952380952	42.1648945009537	92.8916882914522	44.8171237266335	62.4786856567161	14.1341757302069	0	13.4240500806562	NA	NA	8.52018574004913	13.2089345233116	0	17.8184604341086	3.12258000049961	11.7641522751871	2.51239868752293	2.62297833944487	2.46555010121083	7.95431044082788	NA	15.2770648480849	2.70133013495845	5.01067273292112	NA	4.19060550058878	NA	2.51050016694826	NA	9.58347808378356	219.762904850955	525.950506430694	29.2579648159674	223.871144482313	5.0048547090678	11.4220771618423	6.62409581092181	16.7281625786224	14.1663794039732	NA	0	2.20735933602631	0	2.30985824399957	NA	NA	14.9510726148678	2.12320986867947	7.90266029887861	2.4661338173532	7.61239704233	2.47179068876448	0	15.1193521659984	9.3185789167152	2.87562077463472	16.4751431278059	53.9604634030753	7.81036435349709	0	0	2.57658247254007	2.18876332683271	9.25587400904299	NA	NA	2.6267885146299	3.66952277856265	0	2.55007063695664	8.40133749292887	NA	3.03573054855651	2.76190449886624	NA	NA	NA	NA	NA	2.70399623603724	2.22843708564998	2.28075657257025	NA	2.36605188751789	NA	NA	NA	0	3.03467111751764	NA	NA	0
