"filename","file_id","JGI Grouping ID","directory/path","Short Organism Name","Genome/Metagenome Name","md5 checksum","file size"
"8641.1.107191.AACTTG.anqdp.fastq.gz","54bb6b870d8785565d473b61","IMG_AP-1064048","RusMetDrversion2/Filtered_Raw_Data","RusMetDrversion2","RushMan_CattailNLA_D2","37478fb1b7e9be3e903300da2b753796","6073941576"
"8643.1.107167.CCACGC.anqdp.fastq.gz","54bb6dd30d8785565d473b67","IMG_AP-1064049","SanMetDrversion2/Filtered_Raw_Data","SanMetDrversion2","Sandmound_ThreeSqB_D2","300538048db0140cb7dc1e4777d13724","5726410862"
"8643.1.107167.CCCATG.anqdp.fastq.gz","54bb6b250d8785565d473b56","IMG_AP-1064050","SanMetDrversion2_2/Filtered_Raw_Data","SanMetDrversion2_2","Sandmound_ThreeSqC_D2","98cc683d13d75cebed2c45f7e220f045","6542584637"
"8643.1.107167.CCGCAA.anqdp.fastq.gz","54bb6e330d8785565d473b68","IMG_AP-1064051","SanMetDrversion2_3/Filtered_Raw_Data","SanMetDrversion2_3","Sandmound_TuleA_D2","7ef6deb1267443a94df361dc623689b1","5668796524"
"8643.1.107167.CCTTAG.anqdp.fastq.gz","54bb74e00d8785565d473b71","IMG_AP-1064052","SanMetDrversion2_4/Filtered_Raw_Data","SanMetDrversion2_4","Sandmound_TuleB_D2","fbc74ffc126d9ba88948389dfc7be750","5873591571"
"8643.1.107167.CGAGAA.anqdp.fastq.gz","54bb74e90d8785565d473b72","IMG_AP-1064053","SanC_DDrversion2/Filtered_Raw_Data","SanC_DDrversion2","Sandmound_Tule C_D2","07bc9921c31a690ee783c9d4539efc7f","5249042054"
"8643.1.107167.CTGCTG.anqdp.fastq.gz","54bb6e700d8785565d473b69","IMG_AP-1064054","TolMetDrversion2/Filtered_Raw_Data","TolMetDrversion2","Tolay_CordA_D2","c221e53e9015fd8d041e79f531e02486","5705839041"
"8643.1.107167.GAAACC.anqdp.fastq.gz","54bb74f30d8785565d473b73","IMG_AP-1064055","TolMetDrversion2_2/Filtered_Raw_Data","TolMetDrversion2_2","Tolay_CordB_D2","045419bb2f5d2cf437b3f9a491975f02","6352712973"
"8643.1.107167.GAATAA.anqdp.fastq.gz","54bb6ea30d8785565d473b6a","IMG_AP-1064056","TolMetDrversion2_3/Filtered_Raw_Data","TolMetDrversion2_3","Tolay_CordC_D2","da0f77cef8798cda3f4a4888de98b077","6022839087"
"8643.1.107167.GACGGA.anqdp.fastq.gz","54bb66c60d8785565d473b4e","IMG_AP-1064057","WesMetDrversion2/Filtered_Raw_Data","WesMetDrversion2","WestPond_CattailA_D2","ea0bdea60b774e132e2c01b0e37b5633","3753164013"
"8643.1.107167.GATGCT.anqdp.fastq.gz","54bb75080d8785565d473b75","IMG_AP-1064059","WesMetDrversion2_3/Filtered_Raw_Data","WesMetDrversion2_3","WestPond_CattailC_D2","d76111604d20aff818fb2af2b0cbab55","6990510336"
"9260.5.126922.CTAGCT.anqdpht.fastq.gz","55e800f30d878556782dc57a","IMG_AP-1072387","Joice_CattailNLA_2/Filtered_Raw_Data","Joice_CattailNLA_2","Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration - Joice_CattailNLA_D1","cbd4b9f1e5707b067009ff8ddc7f299f","3552112290"
"9260.6.126935.CTCAGA.anqdp.fastq.gz","55a99d640d87852b215087b9","IMG_AP-1072391","Joice_CattailNLC_2/Filtered_Raw_Data","Joice_CattailNLC_2","Joice_CattailNLC_D1","4e2362726dbe3b7887c4f4c7ab0ce870","3514993681"
"9260.7.126948.ACCGGC.anqdpht.fastq.gz","55e77e370d878556782dc4f1","IMG_AP-1072433","MayberrySE_Catta_3/Filtered_Raw_Data","MayberrySE_Catta_3","MayberrySE_CattailB_D1","9d37dc8dec4dd91a9451b7cade81814d","4601873031"
"9260.5.126922.CCAACA.anqdpht.fastq.gz","55e824270d878556782dc624","IMG_AP-1072383","Browns_TuleB_D1/Filtered_Raw_Data","Browns_TuleB_D1","Browns_TuleB_D1","74b1d1cbd555d9f8350b26a4598b46eb","3812304654"
"9260.6.126935.GACGAC.anqdp.fastq.gz","55a99d6d0d87852b215087ba","IMG_AP-1072393","Joice_ThreeSqA_D_3/Filtered_Raw_Data","Joice_ThreeSqA_D_3","Joice_ThreeSqA_D1_rd","9d9afe0b5f9551f1b62e7bc15a0afa89","3601829632"
"9260.6.126935.TAATCG.anqdp.fastq.gz","55a99a5e0d87852b2150879a","IMG_AP-1072395","Joice_ThreeSqA_D_4/Filtered_Raw_Data","Joice_ThreeSqA_D_4","Joice_ThreeSqA_D2_rd","bc60ad12fc9c4c2978b0d474ae491d93","4101365650"
"9260.6.126935.TACAGC.anqdp.fastq.gz","55a99a650d87852b2150879b","IMG_AP-1072397","MayberryNE_Catta/Filtered_Raw_Data","MayberryNE_Catta","MayberryNE_CattailA_D1","94ef334482dddb57da583bf3052071c7","3926394641"
"9260.6.126935.TCCCGA.anqdp.fastq.gz","55a9a4520d87852b215087e3","IMG_AP-1072403","MayberryNE_Catta_4/Filtered_Raw_Data","MayberryNE_Catta_4","MayberryNE_CattailB_D2","2dab47d7ae053a025e5929ce1d4b1c6f","3215192258"
"9260.6.126935.TCGAAG.anqdp.fastq.gz","55a9a4580d87852b215087e4","IMG_AP-1072405","MayberryNE_Catta_5/Filtered_Raw_Data","MayberryNE_Catta_5","MayberryNE_CattailC_D1","1f6decf688696284a9f358b647a82785","3687857118"
"9260.6.126935.AAAGCA.anqdp.fastq.gz","55a9a92c0d87852b21508806","IMG_AP-1072411","MayberryNE_TuleA_2/Filtered_Raw_Data","MayberryNE_TuleA_2","MayberryNE_TuleA_D2","5cc9cb1ae8c78094c9e08f1d3ece00ee","4475415567"
"9260.7.126948.AAATGC.anqdpht.fastq.gz","55ea59800d878556782dcf02","IMG_AP-1072413","MayberryNE_TuleB/Filtered_Raw_Data","MayberryNE_TuleB","MayberryNE_TuleB_D1","b2224f25582929b5ff1d4f454ff180b9","3902420972"
"9260.7.126948.AACAAA.anqdpht.fastq.gz","55e8392b0d878556782dc68d","IMG_AP-1072415","MayberryNE_TuleB_2/Filtered_Raw_Data","MayberryNE_TuleB_2","MayberryNE_TuleB_D2","16abbd7e6a3ca6deedf31dedd90d5250","3988572237"
"9260.7.126948.AAGCGA.anqdpht.fastq.gz","55e7af770d878556782dc54c","IMG_AP-1072421","MayberryNW_Catta_5/Filtered_Raw_Data","MayberryNW_Catta_5","MayberryNW_CattailA_D1","695f1790c05cf454bfe54dd45a1e816e","3660205120"
"9260.7.126948.AAGGAC.anqdpht.fastq.gz","55e793440d878556782dc51b","IMG_AP-1072423","MayberryNW_Catta_6/Filtered_Raw_Data","MayberryNW_Catta_6","MayberryNW_CattailB_D1","15f2a79c05264e7d725d7327509080f2","3260227029"
"9269.1.127443.AGATAG.anqdp.fastq.gz","55a6bd840d87852b21507ebe","IMG_AP-1072441","MayberrySE_TuleA/Filtered_Raw_Data","MayberrySE_TuleA","MayberrySE_TuleA_D1","f123e656fe859e47ad3f51d41abe76d1","4081977899"
"9270.1.127395.GACGGA.anqdp.fastq.gz","55a6b1530d87852b21507dd2","IMG_AP-1072471","RushSE_CattailNL_5/Filtered_Raw_Data","RushSE_CattailNL_5","RushSE_CattailNLB_D1","dbcf43108fdfc02b5b24c4f1ca5684cb","3989127432"
"9270.1.127395.GATGCT.anqdp.fastq.gz","55a6b1a70d87852b21507dd8","IMG_AP-1072475","RushSE_TuleA_D1/Filtered_Raw_Data","RushSE_TuleA_D1","RushSE_TuleA_D1","f661603380194bb63c93977954769329","4559309978"
"9270.2.127407.GCACTT.anqdp.fastq.gz","55a6b21b0d87852b21507de0","IMG_AP-1072479","RushSE_TuleC_D1/Filtered_Raw_Data","RushSE_TuleC_D1","RushSE_TuleC_D1","cfd8f634696c899a42b5d518e0512aac","4303335135"
"9270.2.127407.TGCCAT.anqdp.fastq.gz","55a6b3ba0d87852b21507df7","IMG_AP-1072491","WestPond_Cattail_2/Filtered_Raw_Data","WestPond_Cattail_2","WestPond_CattailB_D1","d70e39225b3793e73853767c694dcbf8","4850190248"
"9260.6.126935.CTATAC.anqdp.fastq.gz","55a99d5d0d87852b215087b8","IMG_AP-1072389","Joice_CattailNLB_2/Filtered_Raw_Data","Joice_CattailNLB_2","Joice_CattailNLB_D1","f32b5fb91c71a2aa70ad5803705e3814","3208716784"
"9260.6.126935.TATAAT.anqdp.fastq.gz","55a9a9210d87852b21508804","IMG_AP-1072399","MayberryNE_Catta_2/Filtered_Raw_Data","MayberryNE_Catta_2","MayberryNE_CattailA_D2","696df5e2a0051f08555ce1c2a6b942ac","3494138653"
"9260.6.126935.TCATTC.anqdp.fastq.gz","55a9a9260d87852b21508805","IMG_AP-1072401","MayberryNE_Catta_3/Filtered_Raw_Data","MayberryNE_Catta_3","MayberryNE_CattailB_D1","2c71e355339573a3c6f00606c2da2902","3943476508"
"9260.7.126948.AACTTG.anqdpht.fastq.gz","55e82df50d878556782dc687","IMG_AP-1072417","MayberryNE_TuleC/Filtered_Raw_Data","MayberryNE_TuleC","MayberryNE_TuleC_D1","c335c362fb03e8174ed6704607a42f4e","3635735206"
"9260.7.126948.ACAAAC.anqdpht.fastq.gz","55e789710d878556782dc4fd","IMG_AP-1072427","MayberryNW_TuleC_2/Filtered_Raw_Data","MayberryNW_TuleC_2","MayberryNW_TuleC_D1","c24866f793c3dfb72388b5620e095e88","3791358088"
"9260.7.126948.ACATCT.anqdpht.fastq.gz","55e7acab0d878556782dc54b","IMG_AP-1072429","MayberrySE_Catta/Filtered_Raw_Data","MayberrySE_Catta","MayberrySE_CattailA_D1","90be79127f2b5d5515306f965bb58598","4196051567"
"9260.7.126948.ACCCAG.anqdpht.fastq.gz","55e785500d878556782dc4fc","IMG_AP-1072431","MayberrySE_Catta_2/Filtered_Raw_Data","MayberrySE_Catta_2","MayberrySE_CattailA_D2","04bd83084535f6d94a613493ed2e3df1","3953605449"
"9270.1.127395.CGAGAA.anqdp.fastq.gz","55a6b06c0d87852b21507dc0","IMG_AP-1072463","RushOxbow_ThreeS_4/Filtered_Raw_Data","RushOxbow_ThreeS_4","RushOxbow_ThreeSqA_D1","908647d93125acd69f5ffcfc4dfe1f03","4695611564"
"9270.1.127395.GAAACC.anqdp.fastq.gz","55a6b0e50d87852b21507dca","IMG_AP-1072467","RushOxbow_ThreeS_6/Filtered_Raw_Data","RushOxbow_ThreeS_6","RushOxbow_ThreeSqC_D1","14b7f8d948a5aa13593be3bef0d8f623","3666209613"
"9270.1.127395.GAATAA.anqdp.fastq.gz","55a6b10b0d87852b21507dce","IMG_AP-1072469","RushSE_CattailNL_4/Filtered_Raw_Data","RushSE_CattailNL_4","RushSE_CattailNLA_D1","5105dca1dce7b55ab7e30ea99b00f977","4536374602"
"9270.1.127395.GATATA.anqdp.fastq.gz","55a6b15a0d87852b21507dd3","IMG_AP-1072473","RushSE_CattailNL_6/Filtered_Raw_Data","RushSE_CattailNL_6","RushSE_CattailNLC_D1","94393ab77fed504fe51b86180cf74405","4164951780"
"9270.1.127395.GCAAGG.anqdp.fastq.gz","55a6b1cd0d87852b21507ddb","IMG_AP-1072477","RushSE_TuleB_D1/Filtered_Raw_Data","RushSE_TuleB_D1","RushSE_TuleB_D1","3a658d1cf450f51c5e33fd5d2c43b7ea","3785377239"
"9270.2.127407.GGCACA.anqdp.fastq.gz","55a6b3390d87852b21507dee","IMG_AP-1072485","Sandmound_TuleB_/Filtered_Raw_Data","Sandmound_TuleB_","Sandmound_TuleB_D1","5724422f2b2f1f126dc37e9ec533783f","5144322673"
"9270.2.127407.TGAATG.anqdp.fastq.gz","55a6b38f0d87852b21507df4","IMG_AP-1072489","WestPond_Cattail/Filtered_Raw_Data","WestPond_Cattail","WestPond_CattailA_D1","f4793bfdd79513aca692e6576e4d2abd","4505595729"
"9260.5.126922.CATTTT.anqdpht.fastq.gz","55e81d1e0d878556782dc5e3","IMG_AP-1072381","Browns_TuleA_D1/Filtered_Raw_Data","Browns_TuleA_D1","Browns_TuleA_D1","15547d911f0da404ede22501312f6f48","2964146334"
"9260.5.126922.CGGAAT.anqdpht.fastq.gz","55e816080d878556782dc582","IMG_AP-1072385","Browns_TuleC_D1/Filtered_Raw_Data","Browns_TuleC_D1","Browns_TuleC_D1","6f8eee52a106a06a24ca92ba1e134613","3765934653"
