"Sample" "CH4_ug_m2_h" "CH4_logn1" "CO2_mg_m2_h" "CH4_CO2" "Bulk_dens" "H2O_FPS" "pH" "C" "N" "P" "CN" "NP" "NO3_N" "NH4_N" "Olsen_P" "NP_ext" "Salinity.x" "Cl" "SO4" "SO4_pw" "Fe" "Fe_pw" "DOC_mg_L" "CH4_mix" "CH4_H2" "CH4_ac" "CH4_me" "MOB_I" "MOB_II" "MOB_IIa" "ANME" "AOA" "AOB" "NOB" "Anamx" "SOxB" "SRB_syn" "SRB" "FeOB" "FeRB" "Actino" "Chlorf" "Firmic" "AO_NOB" "NOB_AO" "mcr_pmo" "pmo_mcr" "CH4_all" "CH4_ac_mix" "MOB_all"
"11" "China_Galinas_PWA_D1" -0.301007808125677 -0.0662976589431032 0.353810601272032 -1.65481840146201 -0.454285894140799 1.93457445652959 0.787460474518415 0.994317152669637 -0.120904120499927 -1 1.2059543906898 1.22374804490377 0.0128372247051722 1.83935232889542 1.30319605742049 3.19089458767756 1.78889453338909 3.06060719552456 3.37458339273273 3.70508864323886 4.58126680527367 2.61997980583305 1.19228861256812 2.91616440688681 4.50112690760796 1 1 8.53087425100202 14.7435071111209 7.00362724813715 1 10.8761663389549 12.016826745892 10.3591079027355 1 14.0122206460678 8.16409192033039 17.1919979169003 10.7105802732369 8.37559602552411 16.5931131721852 15.3300567352594 11.3673755187191 2.19730144037362 -2.19730144037362 -10.1462451221562 10.1462451221562 5.09564870494926 3.2552538912549 14.7694739622905
"12" "China_Galinas_PWA_D2" -0.301007808125677 -0.0662976589431032 0.353810601272032 -1.65481840146201 -0.389053991725966 1.90482963621772 0.754348335711019 0.797959643737196 -0.34008379993015 -0.950781977329818 1.28651896727694 0.955350342770501 -0.576754126063192 1.28936595152003 1.12057393120585 2.59125276621512 1.78889453338909 3.14243014021024 3.45296648018723 3.70508864323886 4.58126680527367 2.61997980583305 1.19228861256812 3.05502764199038 1 1 1 6.63999014271154 14.5956400502399 1 1 10.7345077414958 13.3404298608526 8.54688073832006 1 13.8823703462245 7.37695573687774 17.0789552191648 11.6057744273736 7.69888383176511 16.0333806001555 15.0444221418351 12.4147772023127 5.01296589130317 -5.01296589130317 -12.601555905963 12.601555905963 3.83905581306438 3.36611683875147 14.601555905963
"13" "China_Galinas_PWB_D1" 1.29790592136408 1.30567474902951 0.186510009241466 0.11139591199752 -0.451481358250558 1.91442932201233 0.756636108245848 1.0068937079479 -0.1073489661227 -1.00436480540245 1.1923992361826 1.24166800453908 -0.408935392973501 1.63154522783431 1.33645973384853 2.98496317284014 1.68226749431757 3.10033262886484 3.44057851483637 3.58129710118316 4.49762064978129 3.45816477694893 1.1846914308176 2.56834922956602 4.15331173028718 1 1 8.94338866091295 13.7716972325458 6.8162767430096 1 9.48721246684062 12.3692491294863 10.0029774572027 1 15.0833097928962 9.09191118562303 17.6798924753157 12.0195603413984 10.5456291530659 15.689720855525 15.8213102659597 10.9477275966373 2.54979023116441 -2.54979023116441 -9.52580704355276 9.52580704355276 4.79312672030709 2.9875580162645 13.8327918297926
"14" "China_Galinas_PWB_D2" 1.29790592136408 1.30567474902951 0.186510009241466 0.11139591199752 -0.397293474981566 1.88883756087839 0.746634198937579 0.840733234611807 -0.316052869248488 -1.14266750356873 1.30189692337178 1.17126679975121 -0.958607314841775 1.09691001300806 1.35983548233989 2.58849721075371 1.68226749431757 3.1513729151236 3.45080317322365 3.58129710118316 4.49762064978129 3.45816477694893 1.1846914308176 1 1 1 1 7.28998340515979 15.6229896319971 4.96805531027243 1 10.2410738046788 13.0887251969127 6.38309280955127 1 14.4857246984062 10.026948999326 17.7816361132621 12.4054606225797 9.026948999326 15.9051838784383 16.1722188559765 11.2472789542056 6.89330153086056 -6.89330153086056 -13.6283483898578 13.6283483898578 3 2 15.6283483898578
"15" "China_Galinas_PWC_D1" -0.150084129937642 0.0278419694785489 0.492511414708724 -1.64259554458784 -0.465432574793859 1.92977505880465 0.740362689494244 1.06520612805431 -0.0609802235513335 -1.10237290870956 1.18350664987029 1.3860448505282 -0.537602002101044 1.17955179116519 1.02118929906994 2.63529016808429 1.68235958048604 3.12922248423913 3.46441502242617 3.54698561528858 4.51441492058037 2.96034232534151 1.21085336531489 2.88367783272034 3.88367783272034 1 1 6.46864033344149 14.2587172640673 4.88367783272034 1 6.88367783272034 11.7323007731497 5.46864033344149 1 14.4067496596607 8.94976702317811 17.7093323030192 12.1851740277029 6.2056059276077 16.3223397537417 15.9576519973871 11.1268518161933 6.31288295528436 -6.31288295528436 -10.2003816685872 10.2003816685872 4.7082355278218 3.22963278234201 14.2673821251944
"16" "China_Galinas_PWC_D2" -0.150084129937642 0.0278419694785489 0.492511414708724 -1.64259554458784 -0.362213087610504 1.88014264456307 0.755112266395071 0.777426822389311 -0.35359627377693 -1.04095860767891 1.30854172935188 1.03201449931628 -0.3767507096021 1.06220580881971 1.18184358794477 2.46380440790645 1.68235958048604 3.11635865050169 3.4476385914005 3.54698561528858 4.51441492058037 2.96034232534151 1.21085336531489 1 2.88286884880501 1 1 8.94895803926278 15.2904021804763 2.88286884880501 1 10.5763558063043 13.3164542899555 8.01215186574998 1 14.7149676948441 9.91629185034246 17.3053935847062 12.8572834386105 8.52672503857973 15.8220807314714 16.069756858835 11.0224202012038 5.50552803322675 -5.50552803322675 -12.0793507140938 12.0793507140938 3.741591497007 2 15.3083470364503
"17" "Goodyear_PhragA_D1" -0.68723205137048 -0.248814339290222 0.509686090413156 -2.19691813755448 -0.533194940343849 1.99648751262581 0.75815462196739 1.1296898921993 -0.0195421077238999 -0.677780705266081 1.25774197027799 1.00289076269439 -0.823908740944319 0.746634198937579 1.48995847942483 1.78116898541151 1.20411998265592 2.69882231910426 3.1611283253625 3.01787980568588 4.60487377055264 1.0111473607758 0.832636627596703 7.6160769643157 4.6160769643157 1 6.73155418173564 10.6821661547735 14.4547556586704 7.27904197703813 1 10.2502829840567 12.9410075473646 10.0423417190178 1 14.307820483487 14.0727736152318 17.5568187788747 16.4490987976629 11.2647341403542 15.4555432276323 16.0700334528868 16.3835717631793 3.10641584596584 -3.10641584596584 -9.83671923400892 9.83671923400892 8.36184014058388 7.63070993746001 14.5659036750748
"18" "Goodyear_PhragA_D2" -0.68723205137048 -0.248814339290222 0.509686090413156 -2.19691813755448 -0.236953246163191 1.84844255673315 0.79309160017658 0.68930885912362 -0.446116973356126 -1.00877392430751 1.26339132996463 0.9073091163027 -0.853871964321762 0.632457292184724 1.25042000230889 2.00029227128263 1.20411998265592 2.53825946034217 2.94895061024555 3.01787980568588 4.60487377055264 1.0111473607758 0.832636627596703 8.50130420754619 6.76433861337999 1 7.55788773591256 8.66480293982907 14.7605766945838 6.94491085902181 1 12.5316402859172 12.6680196525126 11.2540527989533 1 13.9106951436839 13.4461626533537 17.6822079167256 14.2237702320173 10.4794998372278 16.1198365415225 16.308272641668 17.1309522517336 2.34738807987832 -2.34738807987832 -7.99717622739229 7.99717622739229 9.36961111324778 8.50924495193806 14.7878157652104
"19" "Goodyear_PhragB_D1" 0.518410970005526 0.563198238671435 0.267837933845241 -0.749426962690765 -0.387339104157001 1.94201732424195 0.762678563727436 0.952792443044092 -0.18575240426808 -0.882728704344236 1.22240000979426 1.04162846555156 -0.769551078621726 0.666517980554881 1.26951294421792 1.90998840130294 1.26951294421792 2.72618094197085 3.20658303483779 3.09450117532986 4.56784945057311 2.07368169947628 1.02694162795903 5.81314886261012 8.98307386405243 1 9.70623365869361 12.103826023513 10.7739782653294 4.59075644127368 1 9.48152737151892 13.4600932341724 9.64965013032725 1 14.8042657416541 14.3152702943936 17.7658901097966 17.0900210150501 11.0556424900031 12.8559807781983 15.2790067504069 14.7590106897315 3.89917563048051 -3.89917563048051 -3.60386906847513 3.60386906847513 10.4508004903831 5.86357553149598 12.5926337285143
"20" "Goodyear_PhragB_D2" 0.518410970005526 0.563198238671435 0.267837933845241 -0.749426962690765 -0.168495864945258 1.78281221091415 0.816241299991783 0.599883072073688 -0.554395796726402 -1.20760831050175 1.27725996050306 0.997864679145317 -0.628932137728264 0.660865478003869 1.12710479836481 2.23543826008226 1.26951294421792 2.49634835577699 2.87139778148748 3.09450117532986 4.56784945057311 2.07368169947628 1.02694162795903 5.3509095705346 5.3509095705346 1 7.48841309428453 8.58357032732487 15.1527795668991 7.67283766542196 1 13.0105487575503 12.6692264118696 11.6251712317916 1 12.6996377247657 12.7483702965893 17.3398072379003 14.2150957151889 10.2481499961094 16.6819384547857 16.1450004689723 17.059217532009 2.22478693647683 -2.22478693647683 -9.75593636092539 9.75593636092539 8.03998629284603 5.41993195013773 15.1758683110631
"21" "Goodyear_PhragC_D1" 0.289017404688432 0.362451837097659 0.685662484806453 -1.39664508350567 -0.462809833311268 1.95601965120721 0.765668554759014 1.08314414314305 -0.0496351456238769 -0.752026733638193 1.21504483300721 1.04704375344594 -0.886056647693163 0.704150516839799 0.977723605288848 1.81230871210763 1.27646180417324 2.68930885912362 3.14235817576385 3.0028224089349 4.61878002450621 1.90622726305236 1.07809415040641 4.84885123492531 1 1 3.26388873420416 11.4388144167048 13.3353510967608 7.07124365626176 1 9.37241319098232 12.6753997222162 9.3513515754545 1 14.7466966909308 13.976415734644 17.4818464320683 16.8447361327969 10.2296730188662 15.1203142628297 15.61095639137 16.4156980933839 3.4632839441329 -3.4632839441329 -11.6932954757181 11.6932954757181 5.40676611263915 4.94565731366617 13.6932954757181
"22" "Goodyear_PhragC_D2" 0.289017404688432 0.362451837097659 0.685662484806453 -1.39664508350567 -0.216189954115256 1.80639845010099 0.783903579272735 0.69196510276736 -0.43297363384094 -0.889410289700751 1.23772692176152 0.801088821237768 -0.481486060122112 0.962369335670021 1.82672252016899 2.21224851566177 1.27646180417324 2.54187865414934 2.87656421398385 3.0028224089349 4.61878002450621 1.90622726305236 1.07809415040641 2.98822958827478 2.98822958827478 1 7.31015768316214 8.34578159289286 14.632987180791 8.31015768316214 1 12.2965686184142 13.0703786296286 12.0271485775671 1 13.843097971535 13.2550161289697 17.7701527445095 14.7401920017356 10.674730115458 16.030743974415 15.9409708354613 17.6504528935926 1.70759533184616 -1.70759533184616 -11.3565091623707 11.3565091623707 7.46409580591409 3.31251946047705 14.6690286228478
"23" "Joice_CattailNLA_D1" 1.01933293023391 1.03397084350074 1.35016439133993 -1.33083146516713 -0.9040383674027 1.84589237629615 0.840733234611807 1.28307497473547 0.136086097384097 -0.853871964321762 1.22293593568375 1.33461022700692 0.159867847092567 2.20022102619188 1.35983548233989 3.40326631836802 1.18269809885726 2.55094953912077 2.80448018910599 2.62343951107801 4.34103863167752 2.35200876556577 1.56761444273084 4.84366379361154 1 1 4.25870129289038 12.7364595593343 14.7773544485638 11.506628806334 1 12.6680922290281 13.4273734110226 12.8530258968152 1 13.3408503342443 12.4084484123951 17.2434757529372 11.9521882503897 10.9311266348619 15.9370813579995 16.5146150422282 13.9695077265897 1.24409147187249 -1.24409147187249 -13.206703423868 13.206703423868 5.69644038402068 4.94080709928751 15.206703423868
"24" "Joice_CattailNLA_D2" 1.01933293023391 1.03397084350074 1.35016439133993 -1.33083146516713 -0.827742809050926 1.83079853847171 0.814913181275074 1.37529773821734 0.101059354908116 -1.15490195998574 1.37002707408481 1.60061348021403 -0.130768280269024 1.73013600399668 0.89209460269048 3.23609421769186 1.18269809885726 2.53092931464032 2.89680169766492 2.62343951107801 4.34103863167752 2.35200876556577 1.56761444273084 6.65317191162489 8.94862779515107 5.77870279370875 3.1937402929876 14.9101310824853 10.8941800111287 8.97510000651226 1 9.6031312291253 14.633571176969 11.3434874124923 1 15.4472923556251 14.1838442568451 17.1789596310918 15.929719332601 11.5111529067525 12.6995518469072 16.2264748215743 12.2944026319928 3.33356483549467 -3.33356483549467 -5.91806814492 5.91806814492 9.36366529442991 7.28120313423794 15.0186990335161
"25" "Joice_CattailNLB_D1" 1.26840151022251 1.2767112724477 1.21627524730226 -0.94787373522886 -0.936887278893276 1.81644038838389 0.851869600729766 1.26528962586083 0.133858125203335 -0.876148359032914 1.21643520121357 1.35465864961777 0.271841606536499 2.08941051098354 1.42651126136458 3.31723390203659 1.1347115462536 2.47263945188065 2.68654689906301 2.53121634498923 4.32735893438633 2.16040850008958 1.95090008936639 5.82442156545652 5.60202914412007 1 3.01706664339891 13.0614607627574 14.9292074996946 11.9359298806735 1 12.241068317597 13.6591183363269 13.4296364902041 1 13.8594169868127 11.7000612270806 16.6872802801375 11.982850928061 10.4516948710356 16.182758795719 16.3368798661154 14.045663420466 0.68809249219999 -0.68809249219999 -9.7539624198752 9.7539624198752 6.84965897608807 5.87446248215983 15.4142064496345
"26" "Joice_CattailNLB_D2" 1.26840151022251 1.2767112724477 1.21627524730226 -0.94787373522886 -0.869940489799167 1.80347541121551 0.817565369559781 1.37821614974988 0.130333768495006 -1.10790539730952 1.36763507779395 1.58289133118323 -0.42021640338319 1.81424759573192 1.25285303097989 3.26979143030443 1.1347115462536 2.4176045354409 2.76342799356294 2.53121634498923 4.32735893438633 2.16040850008958 1.95090008936639 6.79124089924597 7.50744793324537 4.98388597718836 1 13.9888086557574 11.8040649396036 10.530780437076 1 12.1811026702984 14.1469066167692 12.2669743302124 1 15.3702874008291 13.4278655197896 17.3631966486473 14.5603703239852 10.8665290265502 13.4926711392529 16.2352204418472 12.8588673248421 2.20876474330567 -2.20876474330567 -6.64064663329884 6.64064663329884 8.35030639627773 7.15381097863067 14.3794201126507
"27" "Joice_CattailNLC_D1" 1.54444862413992 1.54886932131134 1.05980789284155 -0.515359269362145 -0.872845477763652 1.88389781242505 0.826074802700826 1.29070224328785 0.152288344383056 -0.962573502059376 1.20629030469076 1.45951401183592 0.00860017176191757 1.57829530512083 1.16435285578444 2.8975260658331 1.15732884307266 2.55370102154996 2.8169700377573 2.72257634179687 4.34183005692051 2.31321317817801 1.58092497567562 4.22216160859443 5.54408970348179 1 1 13.1395336880713 12.7613204197025 9.92260132673552 1 13.3109498473113 14.0246779737157 14.6505217812987 1 13.4807276424844 12.1792636501567 16.9948885578343 12.4605663479195 11.6651051044432 13.9260651820391 15.7969916239321 11.5485910957167 0.0609860680148069 -0.060986068014807 -8.44327470987792 8.44327470987792 6.11525972180145 4.36902533525462 14.0479154414775
"28" "Joice_CattailNLC_D2" 1.54444862413992 1.54886932131134 1.05980789284155 -0.515359269362145 -0.78121392350102 1.86565841104697 0.809559714635268 1.38039216005703 0.103461622094705 -1.09691001300806 1.39386310910709 1.54502380047428 -0.0655015487564323 1.62562108142491 1.21218760440396 3.07640112771848 1.15732884307266 2.42662510641825 2.83359329399846 2.72257634179687 4.34183005692051 2.31321317817801 1.58092497567562 4.59290181656957 4.59290181656957 1 1 15.244850427293 11.1778643172907 9.34778931873304 1 12.8281182782636 14.8360758000425 13.8557796714791 1 14.5877266453754 12.5853681438842 16.7463482916622 14.956671555668 11.5815865033417 12.6281591413559 15.8622233360246 10.9852192393483 1.30063622654756 -1.30063622654756 -10.6433551651575 10.6433551651575 5.70776986613884 4.70776986613884 15.3511250312963
"29" "Joice_ThreeSqA_D1" 1.76370264318618 1.76637633556498 0.576615467423269 0.187087175628135 -0.858511025844496 1.8813386153485 0.814913181275074 1.37930551775058 0.193124598354462 -0.896196279044043 1.26333891141717 1.43397304275211 0.0211892990699381 1.62541535215441 1.24551266781415 2.87739741473681 1.14074748445593 2.55697754506292 2.79567150594602 2.68962003640092 4.22349594096239 2.44899987174593 1.49692964807321 5.61133212408253 5.02636962336137 1 1 12.3883133970966 12.0843613461205 10.7058497228668 1 13.159511835762 14.2297176263411 13.3403863272627 1 13.9870956182004 11.8529181106523 16.7038690566465 13.2037891613506 11.9805659337482 13.7449024994306 16.5278336492218 11.316388470294 1.45126939482232 -1.45126939482232 -8.36115826861398 8.36115826861398 6.41744221912322 5.66918023063532 13.473452849571
"30" "Joice_ThreeSqA_D2" 1.76370264318618 1.76637633556498 0.576615467423269 0.187087175628135 -0.805482500128245 1.87094829961908 0.798650645445269 1.32715451240943 -0.00348832784582135 -1.05551732784983 1.55026123242918 1.39668116543734 0.419955748489758 1.7435881501599 1.13353890837022 3.16435935230536 1.14074748445593 2.36244477394105 2.83301954707653 2.68962003640092 4.22349594096239 2.44899987174593 1.49692964807321 7.04437515834823 7.65205773556947 4.97398583045683 3.65205773556947 12.2977161679782 11.7605821923476 9.60625404595635 1 12.2886823561131 14.6566293507371 12.89642157069 2.65205773556947 14.5600749966323 12.8431169501011 16.8541815593999 14.9555531123598 11.8928490677314 13.2959139253442 16.4329050374244 11.7890488476497 2.01567358598609 -2.01567358598609 -5.31900074513584 5.31900074513584 8.55894833117799 7.35249745371056 13.1805118463343
"31" "Joice_ThreeSqB_D1" -0.273363863845149 -0.0499821047425148 0.815926173536618 -2.08929002512012 -0.881678892056197 1.88542612303658 0.831229693867063 1.32263271169222 0.173186268412274 -0.910094888560602 1.2280334443727 1.42793332233362 0.344392273685111 2.00104105798609 1.31597034545692 3.26572147184933 1.09564602601078 2.51235081106987 2.75579865697383 2.81023621553298 4.18582535961296 1.73703353133388 1.47479881880063 5.50753353602551 6.92257103530435 1 1 12.3277124984407 11.0047200766582 8.65049148986755 1 12.8021542849171 13.9034246416841 13.1893575759993 1 14.1531919684342 11.5879069524895 16.653465681846 13.2932584421116 11.5112856708866 12.6350980357442 15.893395936667 11.862150249619 1.26605637026638 -1.26605637026638 -5.9450757383789 5.9450757383789 7.41619070369747 5.5696054989707 12.8912378284996
"32" "Joice_ThreeSqB_D2" -0.273363863845149 -0.0499821047425148 0.815926173536618 -2.08929002512012 -0.825923658565352 1.87513430297555 0.811575005870593 1.43104194533589 0.159266331093494 -0.962573502059376 1.37805711577233 1.46649199852557 0.181843587944773 1.95148323075229 1.1430148002541 3.26649082612335 1.09564602601078 2.43775056282039 2.9649663748311 2.81023621553298 4.18582535961296 1.73703353133388 1.47479881880063 6.94051010836786 8.04742531228437 5.56199848511413 3.24007039022677 12.8621222096831 11.444641534476 8.59762239484485 1 11.9195504897322 14.0189688662351 12.6452118533631 1 14.878958772479 12.8694270103064 17.0259314959864 13.9991263293869 11.8212709721517 13.3680647112032 15.7431507419797 12.1767083292293 1.67634197495733 -1.67634197495733 -5.09003220086247 5.09003220086247 8.7946592419044 7.40999539166908 13.3744967104477
