"Sample"	"Crenothrix"	"Desulfatiglans"	"Desulfobacca"	"DesulfocapsaceaeFA"	"Desulfomonile"	"DesulfosarcinaceaeFA"	"DesulfuromonadaceaeFA"	"Ellin6067"	"GeobacteraceaeFA"	"GOUTA6"	"Leptolinea"	"Methyloceanibacter"	"Methylocystis"	"MethyloligellaceaeFA"	"Methylotenera"	"MND1"	"Rhodomicrobium"	"Sva1033FA"	"ThermodesulfovibrioniaCL"	"Thiobacillus"
"15"	"MayberryNE_CattailB_D2"	2.7753768366496	10.7866040920729	10.7061141742125	5.94530183809191	9.43358831940139	9.98483020227855	12.5336000513763	9.29893879270661	7.47581655479069	11.6333578317772	6.7753768366496	11.2551571006787	5.94530183809191	13.6769979949957	4.7753768366496	13.5100864568754	8.94530183809191	6.09730493153696	12.1911186049397	11.2141686892279
"16"	"MayberryNE_CattailC_D1"	10.6421563300786	12.5399062718307	12.3460963209619	8.59586267780468	10.8070103419735	10.5721466088309	10.4985654764498	9.30111941224355	11.7727404398888	9.33908726244257	9.70165734182728	10.3011194122436	8.93028171687524	14.5162802643489	7.53173234038497	11.24222572319	11.3897133355125	10.917790772692	11.7933999104549	10.5721466088309
"17"	"MayberryNE_CattailC_D2"	6.77972191168615	10.954353915806	9.94964691312846	5.27722157115697	8.75834826089358	9.43372605683695	12.8073027205975	9.48667493678591	7.3926987885769	11.7556541517243	6.01418716532317	10.9017124360648	9.76907466748664	13.418477229768	9.18411216676548	13.9948979942234	9.40650458810193	5.49961399249341	11.4099354935022	11.211895323279
"18"	"MayberryNE_TuleA_D1"	12.0739622320637	13.6521492320481	9.18004949045343	11.2687784090478	9.45381030288029	13.2277024660448	8.75781648977039	7.11396029999566	14.2126503966693	6.92131522205327	12.3970486530197	7.75781648977039	11.1139602999957	9.71387314218279	12.1854226625523	7.86884780215913	12.2509514120759	9.11396029999566	11.2586185428275	11.8486699202215
"19"	"MayberryNE_TuleA_D2"	8.72516465535033	13.8091829385595	12.6084684306412	9.37369228484895	10.5157112897214	12.9144549816596	8.83763938460874	10.7153836345577	11.0470927502377	11.9710385100259	10.1595674794961	11.5818004801791	9.21615100786247	12.3983543390832	8.56010540907983	12.6031741309717	10.2571782761225	6.51571128972138	13.6831294355531	13.6320552509588
"20"	"MayberryNE_TuleB_D1"	11.2685763273902	13.9903254847455	9.26383840838352	11.4588543907887	8.44217564964203	13.9046541438382	8.18583589638225	5.01591089493993	11.9584254002792	4.01591089493993	11.8800970395942	8.22536426056888	8.79727060846459	9.30131311380218	12.7421290542721	6.71635061308103	10.4916443259063	7.53947285099695	10.1554622473387	11.531610733224
"21"	"MayberryNE_TuleB_D2"	9.55499195483616	14.9050123567529	12.7499147729882	11.5138867515065	11.0508020778205	14.1877829806479	9.12365264322822	7.83414602603323	11.598894776713	10.3460450645647	11.1560741209206	10.2085415408147	9.28871188949871	10.6791713660569	10.4629628163438	12.090485779293	11.2887118894987	6.53869014250706	13.3248112301254	13.2616528772743
"22"	"MayberryNE_TuleC_D1"	12.2280670361229	13.4621887500415	8.19189342356945	11.098784019178	9.16917334706936	12.7483994782414	9.51382151845681	7.89233314171054	14.287290446362	3.19189342356945	12.8375518559782	7.94678092573292	9.65132504220674	8.97325313709411	12.3618184250118	5.51382151845681	12.3134269409095	8.68374651989912	10.6012843597071	11.8923331417105
"23"	"MayberryNE_TuleC_D2"	10.8386666521833	14.1007400392552	11.5314851426652	12.1000532051356	11.018075902969	14.5370779762597	13.0005175315847	5.87123451463977	11.4943321442477	10.8967696067469	10.6859314120385	10.8254308250266	10.3947964706968	13.1776217586314	9.40372959546679	10.8840585549974	12.0638795925822	5.38580768746952	13.2388052750828	12.1854131099222
"24"	"MayberryNW_CattailA_D1"	12.9017121828069	12.4198431750499	11.343221893447	9.85464392915014	6.40985908647724	10.7075396351179	10.3692171019799	11.1883013166196	14.1543192171904	12.9455664723963	12.4902325029413	9.48786159847852	3.23993408503493	11.1883013166196	9.9948215871984	12.8819857779629	9.26230189806338	3.23993408503493	13.5864478182006	13.2788530743272
"25"	"MayberryNW_CattailA_D2"	6.95233253441878	11.5859688818756	11.8190660035553	6.1867977880558	7.1867977880558	10.3160808050008	11.9889910049976	9.32430131180574	13.7080056042798	12.0447787831834	10.0936883836643	10.7413866397334	5.86486969316844	13.6222597025351	6.1867977880558	12.3607247200556	8.38843164922545	3.86486969316844	13.5096272856847	10.2742606293061
"26"	"MayberryNW_CattailB_D1"	11.103406486595	12.7397972261231	12.6668795643419	9.76392002032329	7.14921017620809	10.2366730174584	9.17157798923654	10.4346123950703	11.4299809463387	12.2233516389606	12.1121061815453	11.9007542352972	5.73417267692924	14.0695630316232	9.07994751377097	12.2393225958724	9.84964989434917	3.14921017620808	14.1279206353144	13.4700107250897
"27"	"MayberryNW_CattailB_D2"	10.6013867620438	11.6316013750909	11.6501691351301	9.72564486500599	7.62410683854392	10.2775490771478	11.3106073657271	9.26796302831865	10.8270468972142	11.2727640145825	11.7151013707645	11.4612091039956	6.36107243271013	14.0876312118151	8.32454655668502	11.0106878917735	9.28707185126636	4.03914433782277	12.9654403326039	11.5860387977104
"28"	"MayberryNW_CattailC_D1"	12.3250302353774	12.0771027219338	11.617295352535	9.79956874640493	8.29949514327029	9.79956874640493	10.3097634787241	10.6937740823823	12.7093709374334	12.7324545505464	12.0219611677414	11.1068500653279	7.62964374496262	13.3978280697395	9.57960306246302	11.8981325808885	9.37966549195427	0	13.454457876155	12.4943926729441
"29"	"MayberryNW_CattailC_D2"	8.31911175811188	9.99334159693013	9.46496262457534	7.01245041987783	7.46496262457533	8.97397627206319	11.26834864443	8.85198574768458	8.69526024399713	12.1088188143501	9.84133850348508	9.91427002593893	5.93444790787656	13.9294298331099	6.57187782849185	12.4440030059397	8.37923275054946	0	12.0999132611282	8.62250390156182
"30"	"MayberryNW_TuleA_D1"	11.1778862016423	11.5524289226931	12.1065949074565	9.00279949508421	8.54045628102701	9.70681466744913	8.90658417982491	11.4366204700425	12.2160213305291	10.379520062812	12.3012686171476	13.0514182003044	8.33400540355959	14.2316181855801	8.72102852666883	11.4664556995832	11.213510111373	4.04860318469734	13.4039542811222	12.5760801907577
"31"	"MayberryNW_TuleA_D2"	8.01686311113976	11.6256723538153	11.1307540776677	6.88758009419479	7.6949350162524	9.48749293638192	12.258267501002	9.94286252969598	10.6357729437843	13.7640970407598	10.288459530477	10.4574357025257	5.47254259491595	13.3043776218009	5.20950818908215	13.0749321673953	10.4267389053028	0	13.8271593085095	12.8183174317577
"32"	"MayberryNW_TuleB_D1"	11.7883973903657	11.9233971660505	11.9830066551886	10.0889400999377	8.99668159208572	10.2687611375225	9.35622397877286	11.0369454622995	11.8271818507912	10.6438005688694	12.4782145031515	11.6041514922164	8.51668865096611	13.7962381435829	8.88347098163773	12.2345454221846	11.7158443637322	3.26876113752252	12.6929274263406	13.1544575108619
"33"	"MayberryNW_TuleB_D2"	8.50670245267722	10.899019875456	10.7161558183062	7.77972094708364	8.50670245267722	8.16966746539965	10.4295345921548	10.6965270115572	9.84060318923066	12.4991687799918	10.4295345921548	10.5799514347079	6.09166495339838	14.1690741299848	5.24366804684343	11.952407088203	11.1978643572303	0	12.3893455020391	10.1601446912811
"34"	"MayberryNW_TuleC_D1"	12.3253603206056	11.1029678992691	10.0732205558751	10.188697773295	7.85749186481963	10.1417002937578	11.6747850239334	10.0428469068315	12.5050663428405	9.57572089640425	10.7170767456498	12.1863839074568	6.60373527257385	14.7286518959121	9.09312011331277	12.0707137002645	8.65818305659622	3.90329555443276	12.0955883689035	12.1417002937578
"35"	"MayberryNW_TuleC_D2"	8.89421772696984	11.516478769114	11.9172195523315	8.4087908997996	8.78730252305333	9.06871545820198	10.7928407065948	10.4159864012038	10.5851136724401	11.9172195523315	11.1399741413718	11.178562639049	5.76493471002487	14.5068229827601	5.76493471002487	11.8760703802596	10.113662864256	2.76493471002487	13.6360698942679	12.0618509169042
"36"	"MayberrySE_CattailA_D1"	9.27759563546288	11.8416274783144	12.0225540203826	11.929267478654	11.7256481919697	11.3555981474642	15.4425646202111	9.04627008935643	9.10767063402057	10.4534454708623	10.2231478514405	13.2460846627177	10.1665643230741	14.3634860568945	6.52270813329941	12.539516420986	9.6792126189794	7.33006305535701	13.932806099611	14.005852108437
"37"	"MayberrySE_CattailA_D2"	2.94755071695753	10.6479904350986	10.4553453571562	8.53251321767868	10.4867095280656	10.3987618287899	15.3168754193649	6.75490563901513	6.53251321767868	10.7740992042484	6.26947881184489	13.1521218612067	8.72891043048219	14.1972567739272	6.26947881184489	13.3018000989028	6.11747571839984	6.85444131256604	15.1196656494907	9.35694165309523
"38"	"MayberrySE_CattailB_D1"	7.38322828164803	9.96819078236918	9.62530306884617	9.83253568301162	10.0226385663916	10.3121451835865	16.0017549685269	7.14222018214423	8.56543161286878	10.6827885635069	9.19058320370563	13.5172596134912	8.49014348556454	14.109053318209	6.68278856350693	13.6253030688462	8.10905331820903	10.6135259010698	12.2938133608143	11.7965307295561
"39"	"MayberrySE_CattailB_D2"	7.83189201446453	10.0510605349267	7.63924693652213	10.8925879461521	8.3237451107942	10.0018170159068	14.4168545151857	4.41685451518569	5.15382010935189	10.8375165636584	8.53233173260562	13.3045828537073	8.55981246902773	14.455773504478	7.00181701590684	12.7875419219929	6.91935485571487	9.27483551031326	12.3136914461303	9.29132363310183
"40"	"MayberrySE_CattailC_D1"	10.7571826660987	12.0686753083197	12.3636462360307	12.7391998321933	12.436472549368	11.8696573953571	14.65712468697	6.66320651788966	10.1819353202107	9.28469489463592	10.9627667997486	13.1987809916486	9.11251391925325	14.2400541998789	8.17222016537751	12.5383060465831	8.24816901861081	8.89350413731145	13.3679082628849	13.2248616451187
"41"	"MayberrySE_CattailC_D2"	6.50687737781122	10.5292451908397	11.0067232648944	8.67680237925353	11.6489844351138	10.4552446093959	15.7198296628481	4.09183987853237	8.20731709595231	10.2882370913359	7.82880547269858	13.0814709051488	8.41376797341974	14.0265136306544	4.09183987853238	12.873199592057	6.50687737781122	8.84672738069584	12.8862557448825	9.88191680915815
"42"	"MayberrySE_TuleA_D1"	11.6735202207015	12.3017316112874	9.26967040205514	12.0009512912663	9.39384981327587	10.8707525681396	11.5184508242087	9.04186448453233	12.5654264405893	7.31749892714576	11.1602591853346	13.941141896031	10.7128002083633	13.608519436995	9.98376152996877	12.0536802347795	11.6299873261468	5.11586506597611	11.930928083169	11.6917824270943
"43"	"MayberrySE_TuleA_D2"	9.13543287513098	12.3612111113068	10.2798227844662	9.6819212280375	9.8875053616874	9.96432095873823	13.1855679294064	9.65568968646432	11.2139348488097	8.72039537585214	9.60175087935352	14.1407619414685	10.3387164735197	14.0698997150919	6.97496820293773	12.6507177285018	9.96432095873823	5.20943345657476	11.8211960166396	10.2883847979696
"44"	"MayberrySE_TuleB_D1"	8.36859136855891	10.1016525082692	10.6589838900132	10.3390470929449	10.5254602171758	10.7441005036511	16.6166471386627	7.96649292498756	9.96649292498756	9.83156334490145	9.68269995898697	12.9567995287837	10.2359535999808	13.8386181024354	7.32906300437227	13.3290630043723	9.26766245970813	9.48106609781732	13.2399555305383	14.0667798065955
"45"	"MayberrySE_TuleB_D2"	6.67656459557983	8.73545828463339	7.55103371349597	8.98237302510391	8.17906493610901	8.71609295976646	14.5927758191648	6.7545671075811	7.09160209485867	10.8641915987556	7.31399451619512	13.5987360091283	9.58345519118835	14.4531803980306	5.09160209485867	13.5441865480997	7.59410243538785	9.04579840524555	11.404485050143	10.4314520977433
"46"	"MayberrySE_TuleC_D1"	10.2348972090155	10.8305069539362	10.2561136949252	11.4481004588973	10.3964863512897	10.9846300992556	16.0069001322819	6.85852133010576	9.91296911412814	9.51563361658275	10.5674725481024	12.8001333048926	8.99097162612941	14.0322945467955	7.74304411268583	13.4822621585834	10.7279372202956	9.36753497759362	13.5695925999767	13.0207189695235
"47"	"MayberrySE_TuleC_D2"	5.06631859720759	8.2362435986499	8.10194250693832	7.74439050232023	9.44483022046132	9.20382212095753	15.1115321968726	7.38824669209496	6.32935300304139	11.0205149075945	5.74439050232023	13.1997177226248	8.91431550376254	13.9786091805587	3.74439050232023	13.6475191791325	7.38824669209496	8.38824669209496	11.623973751933	10.2119960524032
"48"	"Sandmound_CattailA_D1"	13.4003223466764	13.0923985918829	13.7922426063306	10.1255654558181	13.1167106579319	10.6095503088144	2.96569411903968	12.2064854512016	12.8875350561142	13.3515565196811	9.6521946462229	6.28762221392704	13.7429494342316	14.6600520062611	9.86051188234762	13.7247500581998	8.48925607509669	9.78587308145487	15.0388315021501	10.2694748672168
"49"	"Sandmound_CattailA_D2"	12.5893554633257	12.9061886910903	13.5109761701677	8.55677985978079	12.813442183202	8.81053645202657	2.85634014163969	12.7541855976452	11.8647687637103	13.5782937544411	8.96486459841786	5.85634014163969	14.419059568689	14.7556970645628	7.94380298289004	14.0504813805028	8.31577176027699	5.6636950636973	15.1248821419398	9.58426059620289
"50"	"Sandmound_ThreeSqA_D1"	10.8234256040899	11.2693240670735	12.5541389889438	6.09939906563123	11.2976686927675	6.09939906563123	0	13.2920441435736	12.4135776609137	13.0913257650956	6.09939906563123	4.87700664429479	13.1500251387012	15.3741931849275	6.46196914501594	14.828777033409	9.09939906563123	5.61397223846099	13.5889603504529	7.37950698482397
"51"	"Sandmound_ThreeSqA_D2"	10.2480434705235	11.3840211400425	12.3725255012047	5.82177871582144	10.6921434354048	5.40674121654259	3.82177871582143	11.8552017173589	13.0140715302922	13.9079149408487	7.1437068107088	3.82177871582143	12.4438305352778	14.6307428907407	0	14.123274910804	8.2140961386002	4.82177871582143	13.954920928222	5.82177871582144
"52"	"Sandmound_ThreeSqB_D1"	10.9862704511321	10.6732939570893	12.0592230519055	8.02757742528902	10.4132311177868	6.53281273353944	6.07338111490214	13.6028116690483	12.152865898729	12.8432189585316	6.65834361562329	6.88073603695975	13.651753806263	15.5883416782323	7.16084395615248	14.6422872694042	8.88073603695975	9.16084395615248	12.8710426407559	7.71723730467687
"53"	"Sandmound_ThreeSqB_D2"	10.9016524626071	10.5120002817482	11.8714604331322	5.0857355270461	9.45496933671182	5.50077302632494	3.50077302632494	12.804553774502	12.3273215136159	13.6119086965597	3.50077302632494	0	13.293563320626	15.0748934613347	5.0857355270461	14.7616925599879	8.78617524518719	3.50077302632494	12.5988051092855	6.82270112121231
"54"	"Sandmound_ThreeSqC_D1"	10.9205334128392	10.4720729120229	10.8059736485763	6.88711041130176	8.64199791346522	6.69446533335936	0	13.969924748974	12.7372972489475	13.0304936252916	4.88711041130176	0	11.2922518744381	12.8572163019139	9.85289469596384	15.0507600873176	6.34654202993905	2.88711041130176	13.0444573466646	7.93150453066021
"55"	"Sandmound_ThreeSqC_D2"	11.6295736177324	12.3239473351741	12.9392084364283	7.51117891693016	11.1519946523848	9.92146288623837	5.26325140348658	12.3743870737213	12.4727047691155	13.7051581080288	7.51117891693016	7.72268302212387	13.3976777237075	14.5387939595733	5.26325140348658	14.4136333723044	8.30764552284503	6.58517949837394	14.4555442179573	8.07060632554418
"56"	"Sandmound_TuleA_D1"	12.9011956289739	12.0155559499683	12.8236768370244	8.43594668374131	11.0785199076326	8.5290560881328	0	12.4986824390893	11.7674608274579	13.0951101263039	7.75144850946924	5.94409358741164	13.2364152202137	14.4744999245107	9.48325239851967	14.25015527684	8.03155642866198	8.67201404197484	13.9213735109116	9.48325239851967
"57"	"Sandmound_TuleA_D2"	12.4574638931609	12.9257103765382	13.2980119939407	9.2855112103716	11.6327821533734	9.17155502107451	0	11.3740478849733	11.8643735115563	14.1597727910593	8.7096509167577	6.68217018033559	13.4645384189212	14.3132072840541	5.9817304621945	13.8750319930551	8.53631931387213	9.53631931387214	15.1349658008839	9.06919330344484
"58"	"Sandmound_TuleB_D1"	9.79073879855117	13.7907387985512	12.1126668934385	14.8351329179096	10.7907387985512	12.1126668934385	9.79073879855117	0	12.7907387985512	12.3757012992723	0	10.7907387985512	11.3757012992723	10.7907387985512	0	13.6976293941597	0	15.0386663119948	15.0761410174134	11.7907387985512
"59"	"Sandmound_TuleB_D2"	12.8684980148282	13.2363794487289	13.7773826605688	10.4791706346553	12.0745497513218	9.68352913316148	3.95560867859828	11.5629389923479	12.6490956360976	14.0337594863329	8.12553368004059	8.90980498898515	13.5976603715263	14.4663728465162	6.27753677348564	13.9257145692105	9.20353619204186	9.16506204422723	15.6062117008136	8.90980498898515
"60"	"Sandmound_TuleC_D1"	12.1522177143848	11.5982038019571	12.3672306053556	7.70743287171189	10.8950598748877	8.12247037099073	3.53750787026958	12.8321286191612	11.8321286191612	13.4682452078325	7.23794758841067	3.53750787026958	13.0433194241892	14.3139409027143	8.92982529304834	14.4533872491054	7.4443984658781	4.53750787026958	13.793716558797	8.12247037099073
"61"	"Sandmound_TuleC_D2"	12.5351350380732	12.5718935880833	13.4684639984279	8.98147665727004	12.0715088581325	7.8439731335201	2.93708253791158	11.7314984042617	12.4309379871524	13.8883672528786	7.18501005135517	5.25901063279895	13.6717921581374	15.0288484764284	7.18501005135517	14.0245453791619	9.63752225605267	9.10700753935389	15.0576444343545	6.8439731335201
"62"	"WestPond_CattailA_D1"	14.8295089782098	10.6175149103553	14.5777687315625	8.55338457293556	13.0897201051761	8.9765960036601	0	12.6096527925823	9.53689645014699	10.2437000738029	11.2232359712432	4.09395295429826	14.4437870457555	11.973536203911	11.4646403611055	11.7978565277429	12.8133417752403	3.09395295429826	12.739611386707	14.1079734246132
"63"	"WestPond_CattailA_D2"	13.9616175894794	13.0053389669088	14.8800877039828	10.8529940431006	14.1191588664659	12.0236785576117	0	11.0860911647803	10.0744093597326	11.3364659986426	14.5166786044867	4.13189485439338	14.5602550270977	10.9456760456104	13.3726861865553	6.93924977645098	13.7972307715786	0	14.4656092804873	14.618227107162
"64"	"WestPond_CattailB_D1"	14.7243880183695	12.0265314612424	12.7226633379	10.8354831682343	11.9868477597699	9.6002667065403	3.01530420581914	13.5525226063577	9.35515420870376	12.2632317192627	11.411908987001	0	12.6482994029621	9.89794725518098	14.7364033945263	10.4829097559021	11.020928755013	4.6002667065403	13.0265314612424	14.7070477249904
"65"	"WestPond_CattailB_D2"	14.0243258436609	14.1545245667876	13.8519396047023	12.3972216753126	12.7992592880261	12.0272374390808	0	10.376821876871	10.7595416558771	12.3607535082434	12.0617258154661	3.0730411286939	12.1631535483582	7.93102212382148	14.4005937727751	7.39496922358127	11.1119601179862	4.65800362941506	14.5936598092502	13.4739205649761
"66"	"WestPond_CattailC_D1"	14.8030674302996	12.0824241414354	14.5053298840476	11.8794371192715	13.9772419047433	10.4609357646891	0	14.5237084133624	8.76049604654802	10.9893147370439	11.927077604916	3.17553354582686	13.9362534932925	11.6833281860256	14.558697806462	12.1895540161418	13.4469965737312	0	13.0718659497368	13.5030861899081
"67"	"WestPond_CattailC_D2"	13.852337052563	13.6193314421698	14.9692988515599	14.0544905373694	14.6946012529096	11.1495967518248	0	10.6545599304808	10.4461607812238	10.6117468469418	12.6418488787312	4.23670741559488	13.9388801009604	9.77586622670291	14.1974334104339	6.82166991631604	13.3027966060527	3.23670741559488	14.8254220511771	12.455875936057
"68"	"WestPond_TuleA_D1"	14.6907387195869	12.680107167857	12.3666905728252	12.5008148528397	11.7012924977477	9.23342404196174	0	12.0833587527582	10.993473249241	11.759007995604	12.5008148528397	3.27922773157486	11.7790736186581	8.73865935021216	14.944119400861	8.8338165832525	10.9374392143267	4.86419023229602	13.2084861402118	13.1309767729909
"69"	"WestPond_TuleA_D2"	14.7254938959353	13.421509193867	14.5080238708834	13.1863486807282	14.1601925379499	11.0075455279394	0	10.6449754485547	11.8536328444858	12.367887506432	12.9610029420024	4.03026560443952	14.3712283686912	9.97278010977876	13.8913525104349	6.35219369932689	14.6933789128953	3.03026560443952	14.0821542603449	13.0302656044395
"70"	"WestPond_TuleB_D1"	14.720120511521	13.3959142767852	14.4141645337601	12.9236006568549	13.4210270960836	11.3561044111263	4.24236224507709	10.949721377158	10.0878522960215	11.9393297713114	12.8478417631388	3.24236224507709	13.8780803654081	10.5642903399645	14.7536207405794	8.28675636443554	12.3844693023796	0	14.5799841470696	12.7241616767428
"71"	"WestPond_TuleB_D2"	12.2642486963536	13.9615398971777	13.8627759246566	12.2902960545745	13.0774326972134	12.1800676094232	3.31588146476895	9.24661880233183	12.6150894831562	10.3271087201922	12.6512718194629	6.9008439654901	10.9008439654901	9.79161489573534	12.7670925766013	8.56380897821253	10.742146219471	0	15.3347770858906	10.0438019193321
"72"	"WestPond_TuleC_D1"	14.6426063955719	12.557489781934	13.9577559578282	11.8649988169084	12.8307831015705	9.98838123241365	4.64260639557191	11.9156248899783	10.5494969911804	11.3055714082943	11.8746275181061	4.64260639557192	13.9705332310807	10.3795719897381	15.3565656358205	8.91562488997833	11.7158553776026	6.05764389485076	13.6760293971094	12.7615474682954
"73"	"WestPond_TuleC_D2"	15.163310539079	13.1467652485916	14.7854109080041	11.911935724017	13.6770417985477	10.889909417687	5.60450719882471	11.447486030613	10.4221304563361	11.3049469169658	12.5305066173809	5.28257910393735	14.5299132819661	11.0307719535268	15.3035590428416	7.92643529371208	12.8505351793528	6.60450719882471	13.7774346884285	13.2783462548152
